#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c19-Potency_&#956;M","p450-cyp2c19-Curve_Description","p450-cyp2c19-Fit_LogAC50","p450-cyp2c19-Fit_HillSlope","p450-cyp2c19-Fit_R2","p450-cyp2c19-Fit_InfiniteActivity_%","p450-cyp2c19-Fit_ZeroActivity_%","p450-cyp2c19-Fit_CurveClass","p450-cyp2c19-Excluded_Points","p450-cyp2c19-Max_Response","p450-cyp2c19-Activity at 0.0007 uM_%","p450-cyp2c19-Activity at 0.00160 uM_%","p450-cyp2c19-Activity at 0.00368 uM_%","p450-cyp2c19-Activity at 0.00820 uM_%","p450-cyp2c19-Activity at 0.018 uM_%","p450-cyp2c19-Activity at 0.041 uM_%","p450-cyp2c19-Activity at 0.091 uM_%","p450-cyp2c19-Activity at 0.204 uM_%","p450-cyp2c19-Activity at 0.457 uM_%","p450-cyp2c19-Activity at 1.022 uM_%","p450-cyp2c19-Activity at 2.286 uM_%","p450-cyp2c19-Activity at 5.111 uM_%","p450-cyp2c19-Activity at 11.43 uM_%","p450-cyp2c19-Activity at 25.56 uM_%","p450-cyp2c19-Activity at 57.14 uM_%"
3495,14723898,824800,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,2.4064,0.9907,-131.68,7.0928,-2.1,0 0 0 0 0 0 0,-128.0563,,,10.6054,,-0.3143,,13.8002,,1.5838,,5.368,,-43.0079,,-128.056
3496,14723889,3225225,"NCGC",,Unspecified,,,"",2009/07/08,2,88,2.51189,Complete curve; high efficacy,-5.6,1.9673,0.9888,-159,15.115,-1.1,0 0 0 0 0 0 0,-164.7767,,,7.0597,,6.7902,,17.532,,24.1602,,-63.2559,,-144.959,,-164.777
3497,14723887,790700,"NCGC",,Unspecified,,,"",2009/07/08,2,42,15.8489,Partial curve; high efficacy,-4.8,1.21,0.9873,-164.317,11.8152,-2.1,0 0 0 0 0 0 0,-136.9308,,,14.2696,,20.6053,,15.4073,,-0.2858,,-9.2765,,-56.0124,,-136.931
3498,14723881,9549458,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1.1,0.9955,-111.231,3.4123,-1.1,0 0 0 0 0 0 0,-106.4367,,,-2.0677,,7.3058,,2.2247,,-15.8839,,-54.6554,,-94.3414,,-106.437
3499,14723862,9549457,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,0.8,0.9382,-164.126,7.0574,-2.1,0 0 0 0 0 0 0,-130.2368,,,0.9179,,5.5016,,26.5945,,-18.5442,,-30.1543,,-59.1006,,-130.237
3500,14723858,2964777,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; high efficacy,-4.65,2.7202,0.9665,-105.339,1.6042,-2.1,0 0 0 0 0 0 0,-96.695,,,9.6194,,-0.3138,,-3.7355,,-8.4946,,10.2512,,-13.4949,,-96.695
3501,14723854,974001,"NCGC",,Unspecified,,,"",2009/07/08,2,87,3.54813,Complete curve; high efficacy,-5.45,1.2221,0.9969,-164.528,15.2794,-1.1,0 0 0 0 0 0 0,-160.3255,,,10.15,,13.1956,,19.432,,5.2513,,-54.3352,,-126.902,,-160.326
3502,14723852,2962052,"NCGC",,Unspecified,,,"",2009/07/08,2,90,1.99526,Complete curve; high efficacy,-5.7,1.4641,0.9817,-169.932,-5.0655,-1.1,0 0 0 0 0 0 0,-162.7167,,,-7.7126,,-22.9156,,6.1336,,-14.5224,,-97.5886,,-160.919,,-162.717
3503,14723841,1440203,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.6259,0.9681,-107.139,1.063,-2.1,0 0 0 0 0 0 0,-98.1403,,,-10.505,,4.291,,6.1151,,8.1559,,-10.741,,-40.5797,,-98.1403
3504,14723822,1085355,"NCGC",,Unspecified,,,"",2009/07/08,2,41,19.9526,Partial curve; high efficacy,-4.7,2.4064,0.9615,-104.683,3.7928,-2.1,0 0 0 1 0 0 0,-95.8149,,,-7.4867,,-2.1898,,11.8976,,61.8564,,12.5501,,-19.1306,,-95.8149
3505,14723815,1089009,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; high efficacy,-4.95,2.7202,0.9849,-83.6395,8,-2.1,0 0 0 0 0 0 0,-83.5453,,,3.4222,,0.6193,,12.6039,,10.876,,9.1027,,-36.7701,,-83.5453
3506,14723802,1462058,"NCGC",,Unspecified,,,"",2009/07/08,2,83,4.46684,Complete curve; high efficacy,-5.35,2.0937,0.9898,-80.8393,12.7964,-1.1,1 0 0 0 0 0 0,-83.5749,,,30.0733,,8.208,,12.7295,,18.7963,,-8.2634,,-65.6007,,-83.5749
3507,14723801,1437041,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1.8265,0.9178,-130.173,-11.9238,-2.1,0 0 0 0 0 0 0,-121.1746,,,-23.9794,,11.3121,,-27.4774,,-7.7508,,-16.0383,,-61.1092,,-121.175
3508,14723800,3224647,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,4.045,0.9917,-155.853,-0.8388,-2.1,0 0 0 0 0 0 0,-155.7399,,,-5.0872,,-2.5648,,-3.9066,,12.0182,,-4.0373,,-98.5953,,-155.74
3509,14723798,1147646,"NCGC",,Unspecified,,,"",2009/07/08,2,86,3.54813,Complete curve; high efficacy,-5.45,0.9,0.9914,-133.395,-8.2934,-1.1,0 0 1 0 0 0 0,-124.3847,,,-2.3343,,-17.079,,41.0345,,-22.7671,,-58.45,,-100.828,,-124.385
3510,14723790,3229174,"NCGC",,Unspecified,,,"",2009/07/08,2,86,3.54813,Complete curve; high efficacy,-5.45,2.6384,0.9906,-146.146,6.6976,-1.1,0 0 0 0 0 0 0,-152.4857,,,11.1515,,14.955,,-3.3149,,1.7403,,-29.935,,-133.376,,-152.486
3511,14723789,955158,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1,0.99,-111.216,6.0082,-1.1,0 0 0 0 0 0 0,-106.6991,,,-2.1316,,13.4643,,2.6615,,-13.7464,,-54.7513,,-90.8621,,-106.699
3512,14723786,3214390,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.77828,Complete curve; high efficacy,-5.75,0.9,0.9722,-119.359,9.7604,-1.1,0 0 0 0 0 0 0,-115.1909,,,14.1736,,-7.9417,,14.9473,,-22.2859,,-62.7636,,-97.0847,,-115.191
3513,14723778,3219747,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1.9282,0.9316,-69.5096,3.4158,-2.2,1 0 0 0 0 0 0,-67.1615,,,-28.8047,,14.5216,,-10.597,,6.0184,,-0.5643,,-38.0118,,-67.1615
3514,14723770,3216651,"NCGC",,Unspecified,,,"",2009/07/08,2,46,4.46684,Partial curve; high efficacy,-5.35,0.7,0.9625,-153.915,5.077,-2.1,0 0 0 0 0 0 0,-133.0978,,,0.0676,,11.9592,,-19.4039,,-7.9962,,-66.4719,,-93.6407,,-133.098
3515,14723766,5892636,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.21,0.9816,-77.7496,-6.0711,-2.2,0 0 0 0 0 0 0,-66.8747,,,-5.8172,,-9.8685,,-6.5622,,-0.8033,,-15.693,,-36.8116,,-66.8747
3516,14723765,1469608,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,2.2526,0.9663,-121.663,8.6128,-2.1,0 0 0 0 0 0 0,-112.4282,,,13.1005,,-7.3158,,4.842,,20.0769,,9.3279,,-25.3102,,-112.428
3517,14723764,1437901,"NCGC",,Unspecified,,,"",2009/07/08,2,45,5.01187,Partial curve; high efficacy,-5.3,0.7,0.9858,-139.803,17.2177,-2.1,1 0 0 0 0 0 0,-122.2413,,,32.0644,,12.052,,15.5005,,-12.5102,,-44.2697,,-75.3224,,-122.241
3518,14723746,3222352,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,1.4163,0.9806,-112.836,14.1394,-2.1,0 0 0 0 0 0 0,-105.2774,,,10.5935,,3.6913,,18.4803,,23.2625,,-3.6729,,-59.048,,-105.277
3519,14723744,1132108,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,1.1,0.9988,-67.9244,8.5,-1.2,1 0 0 0 0 0 0,-65.2213,,,34.5429,,7.9553,,6.3456,,-4.6304,,-31.1503,,-59.9673,,-65.2213
3520,14723743,798516,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.4641,0.9739,-97.1345,15.4739,-2.1,0 0 0 0 0 0 0,-90.8645,,,15.6821,,28.1654,,4.1835,,11.0626,,2.0135,,-54.8337,,-90.8645
3521,14723741,3151613,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1.2475,0.9963,-117.291,17.9396,-2.1,0 0 0 0 0 0 0,-112.6919,,,17.9298,,20.1939,,10.965,,14.4092,,-25.4445,,-83.8253,,-112.692
3522,14723739,3221946,"NCGC",,Unspecified,,,"",2009/07/08,2,87,3.16228,Complete curve; high efficacy,-5.5,1.2475,0.9991,-158.719,21.2345,-1.1,0 0 0 0 0 0 0,-154.3854,,,16.5943,,22.5685,,21.8663,,6.9532,,-50.8096,,-128.579,,-154.385
3523,14723734,1071707,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,4.5045,0.9732,-111.444,19.0474,-2.1,1 0 0 0 0 0 0,-111.0944,,,37.2204,,4.987,,29.9973,,29.1876,,13.0081,,-65.9973,,-111.094
3524,14723733,1143970,"NCGC",,Unspecified,,,"",2009/07/08,2,86,3.98107,Complete curve; high efficacy,-5.4,0.9,0.9991,-154.908,-23.842,-1.1,0 0 0 0 0 0 0,-143.5534,,,-23.8582,,-25.3899,,-29.2797,,-37.7237,,-75.626,,-117.884,,-143.553
3525,14723726,1206607,"NCGC",,Unspecified,,,"",2009/07/08,2,46,5.01187,Partial curve; high efficacy,-5.3,1.1341,0.9524,-167.812,3.5277,-2.1,0 0 0 0 0 0 0,-161.8911,,,12.5176,,-18.9979,,3.5017,,14.4933,,-61.3273,,-111.902,,-161.891
3526,14723724,864596,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.8079,0.9402,-91.179,10.8321,-1.1,0 0 0 0 0 0 0,-93.033,,,14.3243,,9.1951,,-8.6601,,27.3238,,-19.1974,,-74.4163,,-93.033
3527,14723723,3210027,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.2475,0.9766,-100.92,3.1428,-2.1,0 0 0 0 0 0 0,-88.1478,,,4.0143,,-4.1132,,6.938,,8.9962,,-13.0774,,-40.2384,,-88.1478
3528,14723722,3168398,"NCGC",,Unspecified,,,"",2009/07/08,2,46,4.46684,Partial curve; high efficacy,-5.35,0.6,0.9922,-163.258,18.2396,-2.1,1 0 0 0 0 0 0,-136.048,,,-45.4212,,15.9488,,-5.0834,,-18.9202,,-53.3365,,-91.9225,,-136.048
3529,14723719,857997,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.316228,Complete curve; high efficacy,-6.5,2.7868,0.9962,-116.672,1.2121,-1.1,1 0 0 0 0 0 0,-119.4489,,,24.4603,,-3.3767,,1.7636,,-84.6693,,-112.434,,-117.726,,-119.449
3530,14723718,856217,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,1.6604,0.9749,-150.746,-19.4103,-2.1,0 0 0 0 0 0 0,-142.0385,,,-10.7029,,-10.9717,,-33.8326,,-22.594,,-27.2748,,-87.2313,,-142.038
3531,14723709,745721,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.07946,Partial curve; high efficacy,-5.15,1.7137,0.9907,-88.5138,12.822,-2.1,0 0 0 0 0 0 0,-85.3013,,,5.6935,,12.7788,,15.8616,,17.275,,-2.0692,,-58.0748,,-85.3013
3532,14723707,864707,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.94328,Partial curve; high efficacy,-5.1,1.6259,0.9823,-139.989,11.8372,-2.1,0 0 0 0 0 0 0,-134.413,,,18.3348,,1.1305,,4.4605,,23.4167,,-7.1607,,-84.8601,,-134.413
3533,14723697,855132,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,1,0.9212,-162.639,-25.432,-2.1,0 0 0 0 0 0 0,-139.8469,,,-24.9337,,-10.4067,,-52.4936,,-34.9867,,-41.7879,,-96.9655,,-139.847
3534,14723693,1164143,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,0.8,0.9963,-136.176,24.524,-2.1,1 0 0 0 0 0 0,-102.7237,,,44.0623,,20.4938,,26.35,,13.0611,,-13.8468,,-55.3997,,-102.724
3535,14723684,865615,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1.7137,0.9698,-89.9514,16.3125,-2.2,1 0 0 0 0 0 0,-79.4907,,,59.3905,,10.0617,,29.2593,,13.0507,,10.1018,,-17.7408,,-79.4907
3536,14723683,3216657,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,1.2221,0.9969,-72.8208,10.5724,-1.2,1 0 0 0 0 0 0,-70.3277,,,28.1665,,8.0703,,11.1194,,6.2051,,-22.4989,,-55.1861,,-70.3277
3537,14723675,3222353,"NCGC",,Unspecified,,,"",2009/07/08,2,62,3.54813,Complete curve; partial efficacy,-5.45,1.4781,0.9978,-61.4977,9.0234,-1.2,0 0 0 0 0 0 0,-60.4537,,,10.0143,,6.2487,,8.4044,,7.5832,,-15.1515,,-50.4201,,-60.4537
3538,14723667,856373,"NCGC",,Unspecified,,,"",2009/07/08,2,45,6.30957,Partial curve; high efficacy,-5.2,1.1,0.9926,-168.856,25.1252,-2.1,1 0 0 0 0 0 0,-152.6776,,,43.9719,,23.2627,,16.2907,,26.7881,,-26.8121,,-102.724,,-152.678
3539,14723415,831693,"NCGC",,Unspecified,,,"",2009/07/08,2,41,19.9526,Partial curve; high efficacy,-4.7,1.5579,0.9072,-148.865,2.1907,-2.1,0 0 0 0 0 0 0,-124.0541,,,-19.4692,,-10.0093,,20.6551,,21.9913,,-6.9325,,-42.0879,,-124.054
3540,14723382,3225852,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,2.7202,0.9653,-125.829,5.021,-2.1,0 0 0 0 0 0 0,-123.3871,,,6.8722,,-12.2148,,3.9945,,20.0698,,5.9979,,-53.1282,,-123.387
3541,14723195,956601,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,3.5117,0.9678,-64.0494,14.3732,-2.2,0 0 0 0 0 0 0,-64.4131,,,19.1752,,6.212,,9.8424,,14.0673,,23.0505,,-25.0307,,-64.4131
3542,14723185,667700,"NCGC",,Unspecified,,,"",2009/07/08,2,65,0.446684,Complete curve; partial efficacy,-6.35,2.2526,0.9873,-61.8784,13.4898,-1.2,0 0 0 0 0 0 0,-62.912,,,5.679,,15.9783,,16.2581,,-24.112,,-57.0588,,-63.6401,,-62.912
3543,14723168,3157409,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.2475,0.9749,-77.4168,16.0177,-2.2,0 0 0 0 0 0 0,-64.514,,,25.6625,,10.8259,,11.2411,,16.3348,,6.3048,,-23.2215,,-64.514
3544,14723167,5523486,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.8851,0.9125,-87.7172,-10.5952,-2.2,0 0 0 0 0 0 0,-76.5267,,,-24.9953,,-15.2862,,-9.3999,,-5.5581,,-2.675,,-28.676,,-76.5267
3545,14723141,3147109,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1,Complete curve; high efficacy,-6,1,0.9649,-98.5652,-4.1024,-1.1,0 0 0 0 0 0 0,-94.1031,,,8.458,,-16.4875,,-17.6138,,-28.6374,,-72.0859,,-92.9207,,-94.1031
3546,14723140,914418,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,2.0479,0.9639,-73.0488,12.6523,-2.2,0 0 0 0 0 0 0,-68.6278,,,14.674,,24.418,,8.7174,,5.7832,,8.5623,,-17.6444,,-68.6278
3547,14723060,5438896,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.3437,0.9043,-107.256,1.1465,-2.1,0 0 0 0 0 0 0,-94.635,,,1.0318,,7.3789,,-19.5643,,20.0188,,-13.3806,,-49.6949,,-94.635
3548,14722950,754780,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,3.9295,0.9181,-71.6601,9,-2.2,1 0 0 0 0 0 0,-70.2489,,,-21.0223,,-5.1867,,2.5748,,17.7053,,22.5247,,-35.3517,,-70.2489
3549,14722941,1079369,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,1.3723,0.9853,-96.7377,-2.0811,-1.1,0 0 0 0 0 0 0,-96.6568,,,7.4001,,-10.232,,-7.7159,,-19.4265,,-69.1123,,-91.7236,,-96.6568
3550,14722932,1084427,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,1.1341,0.9619,-68.6382,4.7597,-2.2,0 0 0 0 0 0 0,-66.7656,,,8.0395,,-3.5727,,3.9147,,7.4947,,-26.6762,,-47.6462,,-66.7656
3551,14722916,954451,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,3.6772,0.9905,-98.6594,11.8787,-2.1,0 0 1 0 0 0 0,-99.5392,,,12.9894,,7.7296,,-29.4363,,6.7869,,19.2474,,-54.8956,,-99.5392
3552,14722911,1091555,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,3.6272,0.9682,-159.243,3.6398,-2.1,0 0 0 0 0 0 0,-160.7597,,,8.3425,,0.7857,,5.913,,-18.3644,,21.2318,,-93.3805,,-160.76
3553,14722909,1447131,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,1.1,0.9861,-78.5848,-0.6456,-2.2,0 0 0 0 0 0 0,-71.616,,,4.8399,,-6.3086,,-0.0571,,-6.921,,-18.383,,-52.0181,,-71.616
3554,14722903,3155736,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,1.9887,0.9805,-137.502,3.0556,-2.1,0 0 0 0 0 0 0,-134.3187,,,-3.4515,,-3.4394,,-0.8576,,18.459,,-5.5067,,-74.6987,,-134.319
3555,14722895,3155735,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; partial efficacy,-4.55,2.1211,0.9862,-78.1,-4.4758,-2.2,0 0 0 0 1 0 0,-64.6868,,,-3.0847,,-8.1743,,0.0715,,-6.5816,,25.8191,,-13.9326,,-64.6868
3556,14722719,3193029,"NCGC",,Unspecified,,,"",2009/07/08,2,86,3.54813,Complete curve; high efficacy,-5.45,4.5045,0.9204,-135.796,0.82,-1.1,0 0 0 1 0 0 0,-137.0796,,,9.7805,,26.9149,,-34.6723,,84.3682,,-16.636,,-133.981,,-137.08
3557,14722704,3193030,"NCGC",,Unspecified,,,"",2009/07/08,2,83,4.46684,Complete curve; high efficacy,-5.35,4.095,0.9582,-85.8882,18.5118,-1.1,0 0 0 0 0 0 0,-89.1278,,,38.54,,20.6777,,8.0553,,7.81,,10.7868,,-80.6432,,-89.1278
3558,14722678,3150753,"NCGC",,Unspecified,,,"",2009/07/08,2,88,2.51189,Complete curve; high efficacy,-5.6,1.6604,0.991,-155.653,6.0162,-1.1,1 0 0 0 0 0 0,-159.7917,,,28.1705,,-5.3945,,12.1007,,1.897,,-70.0495,,-138.364,,-159.792
3559,14722666,3216649,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; high efficacy,-4.7,2.0479,0.9712,-91.4134,1.2344,-2.1,1 0 0 0 0 0 0,-81.7899,,,-45.8821,,-1.3439,,-6.6025,,10.8657,,1.0619,,-22.1374,,-81.7899
3560,14722657,3204316,"NCGC",,Unspecified,,,"",2009/07/08,2,44,10,Partial curve; high efficacy,-5,0.6,0.9089,-168.746,24.34,-2.1,0 0 0 0 0 0 0,-127.5354,,,22.0477,,21.9294,,29.4967,,-35.3494,,-12.8104,,-71.7051,,-127.535
3561,14722656,3214073,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,1.9673,0.9982,-126.438,0.649,-1.1,0 0 0 0 0 0 0,-125.9151,,,-3.3978,,-0.6652,,3.8765,,-2.8316,,-54.8334,,-121.662,,-125.915
3562,14722655,3149456,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.891251,Complete curve; high efficacy,-6.05,1.9282,0.9918,-130.876,14.6262,-1.1,0 0 0 0 0 0 0,-133.4406,,,2.0953,,19.0195,,20.5197,,-17.0994,,-110.455,,-127.418,,-133.441
3563,14722650,1428872,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.3723,0.9991,-113.425,10.7929,-2.1,0 0 0 0 0 0 0,-101.6211,,,11.0983,,9.6739,,10.7798,,11.9881,,-3.1486,,-51.9554,,-101.621
3564,14722649,3207101,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; high efficacy,-4.5,2.1211,0.926,-173.203,-29.0885,-2.1,0 0 0 0 0 0 0,-141.2826,,,-23.7316,,-29.9959,,-20.36,,-19.1516,,-54.6914,,-42.3798,,-141.283
3565,14722642,3200461,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.6259,0.9736,-86.5994,7.1867,-2.2,0 0 0 0 0 0 0,-72.4774,,,1.0137,,11.8772,,13.7884,,0.6375,,5.4434,,-19.5102,,-72.4774
3566,14722641,1464427,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9958,-139.628,22.0787,-2.1,0 0 0 0 0 0 0,-127.7766,,,21.3632,,16.4032,,24.49,,21.5169,,-15.5419,,-80.4058,,-127.777
3567,14722640,1459121,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9502,-136.291,13.7225,-2.1,0 0 0 0 0 0 0,-107.8579,,,-0.1063,,29.3673,,4.9987,,16.6122,,-20.0574,,-53.1396,,-107.858
3568,14722635,3183649,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; high efficacy,-4.5,2.0437,0.9862,-142.532,3.0382,-2.1,0 0 0 0 0 0 0,-109.1561,,,3.6905,,1.5337,,3.3437,,12.3707,,-5.1562,,-13.2498,,-109.156
3569,14722625,1467342,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.8851,0.9588,-113.541,7.4825,-2.1,0 0 0 0 0 0 0,-105.0097,,,-1.9703,,1.3533,,19.6981,,17.0273,,-4.4618,,-31.9673,,-105.01
3570,14722620,1463915,"NCGC",,Unspecified,,,"",2009/07/08,2,83,7.94328,Complete curve; high efficacy,-5.1,4.095,0.9806,-130.163,12.7366,-1.1,0 0 0 0 0 0 0,-131.6874,,,11.9748,,8.1999,,18.5765,,27.5203,,-2.1905,,-101.149,,-131.687
3571,14722619,3206934,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.4163,0.9955,-99.4143,9.5,-2.1,0 0 0 0 0 0 0,-87.3768,,,6.4933,,11.1152,,9.4723,,11.3799,,-1.3315,,-34.3375,,-87.3768
3572,14722575,1466061,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,1.6924,0.9826,-146.919,15.7715,-2.1,0 0 0 0 0 0 0,-136.9586,,,10.3136,,4.127,,19.7312,,29.0571,,3.5092,,-67.2901,,-136.959
3573,14722569,1453790,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.77828,Complete curve; high efficacy,-5.75,1.7137,0.9948,-106.963,11.0837,-1.1,0 0 0 0 0 0 0,-105.0428,,,18.1089,,4.883,,10.033,,0.5579,,-61.9511,,-102.454,,-105.043
3574,14722468,3187679,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.5386,0.9712,-111.95,7.6781,-2.1,0 0 0 0 0 0 0,-102.6428,,,11.6316,,15.482,,-7.8865,,10.9826,,-1.8478,,-53.3787,,-102.643
3575,14722207,2952012,"NCGC",,Unspecified,,,"",2009/07/08,2,86,3.54813,Complete curve; high efficacy,-5.45,0.9,0.998,-137.65,-3.7581,-1.1,0 0 0 0 0 0 0,-126.5347,,,-3.1317,,-7.806,,-4.822,,-24.2289,,-56.424,,-104.055,,-126.535
3576,14722206,2928875,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,0.9,0.9681,-145.642,-3.091,-2.1,0 0 0 0 0 0 0,-116.2168,,,-9.9198,,7.4224,,-13.7633,,0.867,,-30.4687,,-66.4785,,-116.217
3577,14722202,3229592,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.7885,0.9732,-91.8718,1.7525,-2.1,1 0 0 0 0 0 0,-84.4723,,,-59.7643,,3.5919,,-4.9167,,10.4774,,-6.6504,,-29.4436,,-84.4723
3578,14722201,2949967,"NCGC",,Unspecified,,,"",2009/07/08,2,89,1.25893,Complete curve; high efficacy,-5.9,1,0.9892,-132.698,18.4032,-1.1,0 0 0 0 0 0 0,-132.9469,,,12.8942,,14.6093,,20.4127,,-29.7169,,-75.6163,,-115.37,,-132.947
3579,14722197,753452,"NCGC",,Unspecified,,,"",2009/07/08,2,42,15.8489,Partial curve; high efficacy,-4.8,1.6604,0.96,-152.224,-6.0206,-2.1,1 0 0 0 0 0 0,-139.3963,,,-54.91,,-16.5269,,11.1187,,-5.6791,,-23.2272,,-53.4498,,-139.396
3580,14722196,1462226,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; high efficacy,-4.5,2.0437,0.9,-108.616,0.5049,-2.1,0 0 0 0 0 0 0,-83.3604,,,-1.4308,,-14.3486,,8.5472,,17.6199,,-8.2658,,-11.3916,,-83.3604
3581,14722195,9549427,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.21,0.9432,-89.4362,-7.6258,-2.2,0 0 0 0 0 0 0,-78.2277,,,-16.588,,-8.7196,,-5.0903,,3.0305,,-22.5887,,-44.9652,,-78.2277
3582,14722192,1439038,"NCGC",,Unspecified,,,"",2009/07/08,2,88,1.12202,Complete curve; high efficacy,-5.95,1.6259,0.9962,-116.216,5.6456,-1.1,0 0 0 0 0 0 0,-114.5826,,,5.6773,,0.2974,,9.2699,,-18.559,,-84.7625,,-116.188,,-114.583
