#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
2585,14724110,1164873,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,1.5095,0.995,-60.5033,29.5469,-1.2,0 0 1 0 0 0 0,-60.0028,,,26.8456,,30.1849,,39.8558,,29.176,,-8.187,,-47.5922,,-60.0028
2586,14724108,858850,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,3.6272,0.9353,-77.6073,4.4238,-2.2,0 0 0 0 0 0 0,-78.1331,,,13.3917,,0.055,,-12.5439,,12.1287,,7.9318,,-44.9346,,-78.1331
2587,14724107,790865,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,0.9,0.9798,-86.2894,5.3033,-2.2,0 0 0 0 0 0 0,-72.4134,,,0.096,,3.5878,,11.5198,,1.168,,-19.6307,,-43.1499,,-72.4134
2588,14724105,2862026,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.21,0.9798,-90.2479,7.7384,-2.1,0 0 0 0 0 0 0,-83.1039,,,7.1831,,12.1281,,-2.096,,10.8318,,-16.8783,,-55.7597,,-83.1039
2589,14724103,1409689,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,2.4064,0.9214,-64.6687,4.7168,-1.2,0 0 0 0 0 0 0,-68.5292,,,-9.939,,-1.168,,12.8182,,17.1344,,-21.6773,,-57.9858,,-68.5292
2590,14724099,199391,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.07946,Partial curve; high efficacy,-5.15,0.8,0.9949,-149.131,11.8643,-2.1,0 0 0 0 0 0 0,-123.113,,,10.5281,,16.467,,1.5228,,-5.0748,,-30.9151,,-86.4665,,-123.113
2591,14724096,3145751,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1,0.9933,-104.486,-36.0591,-1.1,0 0 0 0 0 0 0,-100.575,,,-36.2213,,-37.201,,-35.8826,,-49.268,,-63.8301,,-92.4106,,-100.575
2592,14724044,1729567,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; high efficacy,-5.3,1.111,0.9989,-98.049,19.8454,-2.1,0 0 0 0 0 0 0,-91.3546,,,18.6122,,18.7157,,18.8976,,13.7858,,-17.0442,,-62.6093,,-91.3546
2593,14724041,2267038,"NCGC",,Unspecified,,,"",2009/07/08,2,40,17.7828,Partial curve; partial efficacy,-4.75,1.21,0.9726,-79.5025,8.5552,-2.2,0 0 0 0 0 0 0,-66.2521,,,14.8515,,10.2819,,3.6542,,8.0923,,-4.7059,,-20.9851,,-66.2521
2594,14724023,3109471,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.9282,0.9562,-92.7392,10.6193,-2.1,0 0 0 0 0 0 0,-87.0635,,,24.7181,,13.4468,,4.1131,,-1.4385,,9.4187,,-37.187,,-87.0635
2595,14724018,735606,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,0.7,0.9985,-93.078,12.9439,-1.1,0 0 0 0 0 0 0,-86.3617,,,12.5172,,3.9564,,-4.1321,,-28.0276,,-56.7025,,-79.8037,,-86.3617
2596,14723995,2865926,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1.21,0.9555,-83.2715,-6.0078,-2.2,0 0 0 0 0 0 0,-69.3929,,,-3.6506,,-1.4259,,-3.333,,-17.2925,,-13.9852,,-31.6767,,-69.3929
2597,14723964,5407249,"NCGC",,Unspecified,,,"",2009/07/08,2,61,7.94328,Complete curve; partial efficacy,-5.1,4.5045,0.9728,-66.1982,-15.1562,-1.2,0 0 1 0 0 0 0,-66.2977,,,-20.6655,,-13.3728,,-55.8697,,-18.1964,,-9.115,,-57.4479,,-66.2977
2598,14723912,324932,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; partial efficacy,-4.75,1.4641,0.9705,-89.3695,-6.8384,-2.2,0 0 0 0 0 0 0,-77.7406,,,-12.794,,0.6435,,-8.0079,,-4.4602,,-15.2901,,-32.6137,,-77.7406
2599,14723910,2147601,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.251189,Complete curve; high efficacy,-6.6,0.9,0.9863,-89.8691,5.5328,-1.1,0 0 0 0 0 0 0,-84.292,,,8.1414,,-10.013,,-18.7678,,-53.7291,,-79.5267,,-91.5302,,-84.292
2600,14723889,3225225,"NCGC",,Unspecified,,,"",2009/07/08,2,41,19.9526,Partial curve; high efficacy,-4.7,0.8,0.9426,-122.107,-11.9856,-2.1,0 0 1 0 0 0 0,-94.2126,,,-15.2311,,-3.6948,,-47.1299,,-18.8895,,-38.0576,,-45.2938,,-94.2126
2601,14723887,790700,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; partial efficacy,-4.55,1.5095,0.9656,-84.8495,-5.1644,-2.2,0 0 0 0 0 0 0,-65.1542,,,-4.7187,,-9.6989,,-3.683,,1.49,,-12.845,,-20.5681,,-65.1542
2602,14723880,3157656,"NCGC",,Unspecified,,,"",2009/07/08,2,67,0.354813,Complete curve; partial efficacy,-6.45,0.4,0.9634,-73.2065,22.501,-1.2,0 0 0 0 0 0 0,-61.4221,,,13.5877,,2.3613,,-19.4716,,-28.6849,,-33.6627,,-59.6136,,-61.4221
2603,14723876,3228928,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.51189,Complete curve; high efficacy,-5.6,1.21,0.9929,-117.92,-6.7894,-1.1,0 0 0 0 0 0 0,-114.936,,,-12.5543,,-3.8056,,-4.1274,,-23.602,,-56.2382,,-104.38,,-114.936
2604,14723867,821749,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1,0.9411,-120.336,9.3784,-2.1,0 0 0 0 0 0 0,-100.28,,,16.9495,,10.9051,,15.2676,,-12.4125,,-10.3798,,-35.2265,,-100.28
2605,14723862,9549457,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,1.6604,0.9762,-93.7381,-3.2013,-2.1,0 0 0 0 0 0 0,-85.3661,,,0.5627,,-5.204,,-2.6808,,1.6466,,-15.236,,-30.9924,,-85.3661
2606,14723854,974001,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1,0.9811,-117.254,2.9008,-2.1,0 0 0 0 0 0 0,-104.48,,,-6.4186,,2.5389,,11.5502,,-2.5108,,-30.0383,,-69.1139,,-104.48
2607,14723841,1440203,"NCGC",,Unspecified,,,"",2009/07/08,2,83,5.01187,Complete curve; high efficacy,-5.3,1.21,0.9856,-99.2202,-6.5132,-1.1,0 0 0 0 0 0 0,-93.9445,,,-7.7525,,1.1878,,-14.0685,,-12.8555,,-30.6286,,-75.5781,,-93.9445
2608,14723814,3224554,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.1,0.9467,-94.0047,15.1469,-2.2,0 0 0 0 0 0 0,-78.3373,,,22.5094,,7.1087,,26.1242,,1.6626,,-0.2533,,-27.853,,-78.3373
2609,14723801,1437041,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.58489,Complete curve; partial efficacy,-5.8,2.3332,0.981,-63.8944,8.6188,-1.2,0 0 0 0 0 0 0,-70.3082,,,2.3925,,11.6721,,12.0687,,5.5651,,-42.9948,,-56.7759,,-70.3082
2610,14723800,3224647,"NCGC",,Unspecified,,,"",2009/07/08,2,85,4.46684,Complete curve; high efficacy,-5.35,1.1,0.9806,-119.331,9.3597,-1.1,1 0 0 0 0 0 0,-109.322,,,30.1018,,9.4341,,15.4733,,-11.7122,,-25.9969,,-91.0499,,-109.322
2611,14723798,1147646,"NCGC",,Unspecified,,,"",2009/07/08,2,45,3.16228,Partial curve; high efficacy,-5.5,0.8,0.9964,-104.838,14.6825,-2.1,0 1 0 0 0 0 0,-94.6159,,,14.1432,,-30.9742,,5.8786,,-2.6356,,-41.0635,,-71.4397,,-94.6159
2612,14723789,955158,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.9,0.9908,-100.218,0.9758,-2.2,0 0 0 0 0 0 0,-79.963,,,5.2795,,3.24,,-4.6131,,-3.7181,,-16.9298,,-43.6987,,-79.963
2613,14723786,3214390,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; partial efficacy,-5,0.7,0.927,-100.777,2.3528,-2.2,0 0 0 0 0 0 0,-78.8582,,,-11.6245,,12.6142,,1.0138,,-3.9721,,-33.3633,,-46.3322,,-78.8582
2614,14723770,3216651,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,2.0479,0.9554,-107.648,8.1321,-2.1,0 0 0 0 0 0 0,-100.133,,,9.5204,,1.7318,,24.9761,,-3.8476,,6.1178,,-30.426,,-100.133
2615,14723766,5892636,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.398107,Complete curve; high efficacy,-6.4,0.9,0.9931,-106.309,-0.0537,-1.1,0 0 0 0 0 0 0,-106.743,,,-6.5371,,-0.4874,,-23.4806,,-58.17,,-83.8836,,-102.271,,-106.743
2616,14723745,5767082,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,2.4064,0.9767,-105.349,-14.2472,-2.1,1 0 0 0 0 0 0,-102.695,,,20.581,,-13.851,,-14.9177,,-22.9912,,-6.7979,,-47.1536,,-102.695
2617,14723744,1132108,"NCGC",,Unspecified,,,"",2009/07/08,2,86,0.891251,Complete curve; high efficacy,-6.05,0.9,0.9934,-88.465,12.7455,-1.1,0 0 0 0 0 0 0,-84.767,,,17.1974,,4.3032,,1.0426,,-21.7899,,-56.7547,,-82.2833,,-84.767
2618,14723741,3151613,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.7,0.9224,-101.665,-0.0595,-2.2,0 0 0 0 0 0 0,-77.1716,,,13.4233,,-15.0398,,-3.5895,,-9.2958,,-22.2747,,-43.4635,,-77.1716
2619,14723739,3221946,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,0.9,0.9981,-128.345,3.148,-2.1,0 0 0 0 0 0 0,-99.9588,,,2.6306,,4.9757,,-0.5631,,-2.193,,-20.2612,,-54.6504,,-99.9588
2620,14723737,1113795,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.398107,Complete curve; partial efficacy,-6.4,3.132,0.945,-64.6279,-4.3874,-1.2,0 0 0 0 0 0 0,-65.0127,,,-14.5248,,-8.1261,,8.861,,-41.9189,,-62.7776,,-64.8064,,-65.0127
2621,14723734,1071707,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.7137,0.9911,-112.185,-16.0923,-2.1,0 0 0 0 0 0 0,-107.479,,,-21.1594,,-11.6767,,-12.2897,,-19.9657,,-22.6085,,-69.4855,,-107.479
2622,14723733,1143970,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,3.0654,0.9603,-73.1634,3.367,-2.2,0 0 0 0 0 0 0,-72.3304,,,10.3297,,4.9411,,-9.5159,,7.5468,,1.723,,-43.2707,,-72.3304
2623,14723723,3210027,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.6259,0.9759,-95.7255,0.0976,-2.1,0 0 0 0 0 0 0,-87.6066,,,-1.3513,,6.3295,,6.4172,,-8.5691,,-6.5634,,-35.7995,,-87.6066
2624,14723722,3168398,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.6604,0.9751,-98.0433,-6.9998,-2.1,0 0 0 0 0 0 0,-88.3694,,,-10.7567,,-4.1124,,1.6284,,-14.33,,-9.9504,,-40.8123,,-88.3694
2625,14723719,857997,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.4641,0.9622,-112.035,-11.9232,-2.1,1 0 0 0 0 0 0,-104.373,,,33.0203,,-2.7368,,-21.7971,,-19.4825,,-14.0937,,-69.168,,-104.373
2626,14723711,3213217,"NCGC",,Unspecified,,,"",2009/07/08,2,63,4.46684,Complete curve; partial efficacy,-5.35,1.5936,0.9704,-79.4946,14.4757,-1.2,0 0 0 0 0 0 0,-77.447,,,6.7173,,18.3506,,25.9511,,3.3493,,-7.7452,,-63.1455,,-77.447
2627,14723683,3216657,"NCGC",,Unspecified,,,"",2009/07/08,2,43,10,Partial curve; high efficacy,-5,0.7,0.9721,-121.491,4.6996,-2.1,0 0 0 0 0 0 0,-92.5395,,,11.8953,,0.6318,,-0.8855,,-18.2845,,-20.0752,,-64.4612,,-92.5395
2628,14723667,856373,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,2.7202,0.9844,-112.399,0.6029,-2.1,0 0 0 0 0 0 0,-111.249,,,-8.6443,,9.3226,,-1.5378,,2.5817,,-0.1225,,-46.3283,,-111.249
2629,14723415,831693,"NCGC",,Unspecified,,,"",2009/07/08,2,61,7.94328,Complete curve; partial efficacy,-5.1,4.095,0.9788,-65.269,1.5975,-1.2,1 1 1 0 0 0 0,-67.0585,,,-2.4167,,-16.6096,,33.9808,,6.9665,,-5.1932,,-50.352,,-67.0585
2630,14723382,3225852,"NCGC",,Unspecified,,,"",2009/07/08,2,83,7.94328,Complete curve; high efficacy,-5.1,4.095,0.9537,-120.152,-3.4955,-1.1,0 0 0 0 0 0 0,-121.682,,,1.2596,,18.1391,,-16.0955,,-4.6162,,-15.8638,,-96.9123,,-121.682
2631,14723199,2772550,"NCGC",,Unspecified,,,"",2009/07/08,2,42,5.62341,Partial curve; partial efficacy,-5.25,1,0.9763,-68.1851,1.9797,-2.2,0 0 0 0 0 0 0,-62.6881,,,-2.2788,,7.7174,,-3.5201,,0.8202,,-21.0592,,-44.1433,,-62.6881
2632,14723190,3155639,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,0.6,0.9774,-82.4275,13.4603,-2.2,0 0 0 0 0 0 0,-64.1725,,,15.0335,,5.0515,,7.1188,,-11.3061,,-20.1189,,-54.3682,,-64.1725
2633,14723168,3157409,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,0.7,0.9853,-98.3669,7,-2.1,0 0 0 0 0 0 0,-81.4937,,,9.9953,,2.5732,,1.3987,,-16.8312,,-27.3669,,-66.2743,,-81.4937
2634,14723167,5523486,"NCGC",,Unspecified,,,"",2009/07/08,2,43,4.46684,Partial curve; high efficacy,-5.35,1.1341,0.992,-84.1815,-3.0031,-2.1,0 0 0 0 0 0 0,-81.1615,,,-5.4101,,-3.0791,,-5.2624,,-3.1733,,-31.58,,-61.5655,,-81.1615
2635,14723151,979832,"NCGC",,Unspecified,,,"",2009/07/08,2,41,19.9526,Partial curve; high efficacy,-4.7,0.9,0.9431,-124.815,-18.7131,-2.1,0 0 0 0 0 0 0,-96.7141,,,-19.6807,,-9.1288,,-19.0447,,-35.3782,,-25.2717,,-60.2648,,-96.7141
2636,14723147,1008028,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,0.9,0.9197,-88.2023,6,-2.2,1 0 0 0 0 0 0,-70.0236,,,-47.1225,,0.341,,5.5334,,13.4556,,-21.6542,,-29.1575,,-70.0236
2637,14723140,914418,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9709,-102.671,-3.2005,-2.1,0 0 0 0 0 0 0,-82.8924,,,-4.752,,-10.9775,,4.113,,-5.0611,,-25.9086,,-48.9519,,-82.8924
2638,14723060,5438896,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.331,0.9766,-106.286,-4.0251,-2.1,0 0 0 0 0 0 0,-96.5384,,,-10.1223,,-1.0862,,4.0896,,-14.111,,-16.3255,,-67.7342,,-96.5384
2639,14722957,754782,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,0.9,0.9493,-103.269,4.8515,-2.1,0 0 0 0 0 0 0,-90.1003,,,5.9632,,-9.819,,17.7103,,-5.7818,,-25.992,,-58.3765,,-90.1003
2640,14722950,754780,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,3.6772,0.9549,-81.115,12.8256,-1.1,0 1 0 0 0 0 0,-91.2954,,,17.7127,,39.5567,,-1.8846,,20.2319,,-7.3404,,-70.3536,,-91.2954
2641,14722941,1079369,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.630957,Complete curve; high efficacy,-6.2,0.8,0.9996,-102.952,20.395,-1.1,0 0 0 0 0 0 0,-98.4187,,,18.1244,,13.1541,,-0.9408,,-32.1249,,-70.4511,,-93.4591,,-98.4187
2642,14722923,893928,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,2.3332,0.9635,-67.1796,4.0612,-2.2,0 0 0 0 0 0 0,-64.6311,,,14.1459,,4.2819,,-2.6312,,1.0798,,2.441,,-22.7932,,-64.6311
2643,14722916,954451,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.331,0.9257,-76.7192,11.2455,-2.2,0 0 0 0 0 0 0,-63.9327,,,11.0315,,18.5223,,10.565,,14.2627,,-8.8093,,-10.6533,,-63.9327
2644,14722911,1091555,"NCGC",,Unspecified,,,"",2009/07/08,2,42,5.62341,Partial curve; partial efficacy,-5.25,0.7,0.9587,-75.7953,24.286,-2.2,1 0 0 0 0 0 0,-63.1628,,,-9.6225,,22.5637,,25.7672,,-2.2723,,-4.2942,,-35.6572,,-63.1628
2645,14722909,1447131,"NCGC",,Unspecified,,,"",2009/07/08,2,62,3.54813,Complete curve; partial efficacy,-5.45,3.6772,0.9679,-55.2842,7,-1.2,0 0 0 0 0 0 0,-61.3444,,,4.8503,,14.1833,,1.207,,7.6602,,-4.1666,,-47.8903,,-61.3444
2646,14722719,3193029,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,2.5884,0.9233,-91.5821,8.1177,-1.1,0 0 0 0 0 0 0,-94.6799,,,21.2873,,-19.4155,,15.3168,,15.3533,,-21.6839,,-85.0253,,-94.6799
2647,14722704,3193030,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.2475,0.9865,-104.168,0.5515,-1.1,0 0 0 0 0 0 0,-100.135,,,10.1676,,-4.3335,,-3.745,,-11.0842,,-37.6544,,-89.8436,,-100.135
2648,14722678,3150753,"NCGC",,Unspecified,,,"",2009/07/08,2,87,1.99526,Complete curve; high efficacy,-5.7,0.8,0.9935,-124.885,29.9174,-1.1,0 0 0 0 0 0 0,-112.584,,,33.3549,,20.1776,,19.9505,,-8.8008,,-45.6841,,-99.5507,,-112.584
2649,14722666,3216649,"NCGC",,Unspecified,,,"",2009/07/08,2,83,7.94328,Complete curve; high efficacy,-5.1,4.5045,0.9657,-109.034,-5.478,-1.1,0 0 0 0 0 0 0,-109.122,,,-10.0762,,12.6123,,-14.9705,,-4.2087,,-10.8572,,-92.2353,,-109.122
2650,14722656,3214073,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,1.7885,0.9887,-61.8034,15.8161,-1.2,0 0 0 0 0 0 0,-60.2529,,,14.103,,22.9086,,10.5776,,12.2099,,-15.9536,,-57.3914,,-60.2529
2651,14722655,3149456,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1.01,0.955,-125.52,1.1602,-2.1,0 0 0 0 0 0 0,-104.6,,,-2.4996,,5.6787,,-10.0704,,11.4232,,-24.2585,,-50.3388,,-104.6
2652,14722650,1428872,"NCGC",,Unspecified,,,"",2009/07/08,2,62,7.94328,Complete curve; partial efficacy,-5.1,4.095,0.9361,-75.8055,4.825,-1.2,0 0 0 0 0 0 0,-76.0879,,,17.4117,,-9.0892,,15.3121,,-2.9148,,2.5844,,-60.2413,,-76.0879
2653,14722641,1464427,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.01,0.9423,-143.765,1.9785,-2.1,0 0 0 0 0 0 0,-119.804,,,9.643,,-20.8364,,12.0941,,5.4045,,-26.6217,,-66.2692,,-119.804
2654,14722625,1467342,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.7137,0.957,-107.036,-25.3088,-2.1,1 0 0 0 0 0 0,-102.718,,,18.4283,,-37.5654,,-19.5521,,-18.2155,,-31.9291,,-72.0179,,-102.718
2655,14722623,5730856,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.5386,0.9693,-112.246,0.5867,-2.1,0 0 0 0 0 0 0,-103.317,,,14.0235,,-9.2587,,-0.8533,,1.1444,,-9.1226,,-45.7544,,-103.317
2656,14722620,1463915,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9735,-96.498,7.7779,-2.1,0 0 0 0 0 0 0,-88.625,,,12.7181,,-4.8669,,15.0808,,5.6004,,-14.4568,,-58.0245,,-88.625
2657,14722575,1466061,"NCGC",,Unspecified,,,"",2009/07/08,2,44,7.07946,Partial curve; high efficacy,-5.15,1,0.973,-128.473,5.345,-2.1,0 0 0 0 0 0 0,-113.186,,,20.4403,,-5.1887,,-1.4013,,-5.4224,,-24.8275,,-79.2886,,-113.186
2658,14722569,1453790,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.23872,Complete curve; partial efficacy,-5.65,0.8,0.9851,-81.8375,6.0306,-1.2,0 0 0 0 0 0 0,-72.8323,,,6.5551,,6.3311,,-2.1151,,-16.3546,,-32.4589,,-69.5558,,-72.8323
2659,14722468,3187679,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,1.7137,0.9427,-116.031,-5.2521,-1.1,0 0 0 0 0 0 0,-115.293,,,-25.6367,,16.0095,,-4.9529,,-9.7797,,-39.3223,,-103.796,,-115.293
2660,14722201,2949967,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; partial efficacy,-5.2,0.4,0.9383,-87.1375,16.2616,-2.2,0 0 0 0 0 0 0,-65.7299,,,16.8858,,5.4583,,-6.401,,-11.5565,,-24.765,,-30.8314,,-65.7299
2661,14722195,9549427,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,0.7,0.9866,-105.624,9.1523,-1.1,0 0 0 0 0 0 0,-96.0954,,,1.5222,,11.5786,,-4.1051,,-29.4921,,-50.5215,,-85.8435,,-96.0954
2662,14722190,750996,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.77828,Complete curve; high efficacy,-5.75,1.4641,0.9988,-104.834,-10.629,-1.1,0 0 0 0 0 0 0,-102.362,,,-12.5745,,-11.6945,,-10.3571,,-20.7101,,-65.7203,,-98.2392,,-102.362
2663,14722183,3146573,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,3.0654,0.9536,-61.667,1.354,-2.2,0 0 0 0 0 0 0,-62.0491,,,1.569,,10.8704,,-6.9102,,-2.3107,,3.4615,,-30.0403,,-62.0491
2664,14722171,3230510,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.5579,0.9774,-109.549,7.106,-1.1,0 0 0 0 0 0 0,-112.824,,,-5.4618,,4.0997,,16.3759,,7.1895,,-44.8024,,-92.0969,,-112.824
2665,14722168,736553,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,2.2526,0.9749,-133.438,1.3225,-2.1,0 0 0 0 0 0 0,-121.668,,,5.1566,,-12.2691,,-0.2091,,3.19,,10.5826,,-37.4965,,-121.668
2666,14722164,1094080,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; high efficacy,-4.95,3.132,0.9502,-81.3558,-29.9982,-2.1,1 0 0 0 0 0 0,-80.6868,,,-51.9119,,-39.4584,,-25.845,,-27.9022,,-27.6712,,-56.8551,,-80.6868
2667,14722149,1438980,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.54813,Complete curve; high efficacy,-5.45,1.2221,0.947,-125.727,-1.317,-1.1,0 0 0 0 0 0 0,-119.589,,,-16.1673,,10.2773,,12.1141,,-25.939,,-40.1044,,-106.409,,-119.589
2668,14722148,3227517,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,0.7,0.9631,-102.633,-10.2703,-2.2,0 0 0 0 0 0 0,-79.2869,,,-9.5307,,-4.4015,,-22.0052,,-15.1231,,-29.556,,-49.0734,,-79.2869
2669,14722081,3190067,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.81838,Complete curve; high efficacy,-5.55,1.5579,0.9969,-121.576,13.284,-1.1,0 0 0 0 0 0 0,-119.957,,,11.651,,10.7848,,19.8743,,3.8416,,-44.7916,,-108.061,,-119.957
2670,14721947,2961877,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.331,0.9725,-93.8419,-0.9485,-2.1,0 0 0 0 0 0 0,-85.3278,,,-11.7935,,3.5564,,-1.7076,,4.1568,,-18.7517,,-62.1501,,-85.3278
2671,14721908,3136029,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1.01,0.9969,-115.082,1.1342,-2.1,0 0 0 0 0 0 0,-110.079,,,3.337,,-0.6119,,-2.0133,,-8.0803,,-40.0165,,-78.925,,-110.079
2672,14721907,3222852,"NCGC",,Unspecified,,,"",2009/07/08,2,41,19.9526,Partial curve; high efficacy,-4.7,1.9673,0.9963,-113.218,-15.5423,-2.1,0 0 1 0 0 0 0,-101.246,,,-18.9362,,-15.2794,,-58.6936,,-14.0161,,-14.5945,,-41.1097,,-101.246
