#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2d6-Potency_&#956;M","p450-cyp2d6-Curve_Description","p450-cyp2d6-Fit_LogAC50","p450-cyp2d6-Fit_HillSlope","p450-cyp2d6-Fit_R2","p450-cyp2d6-Fit_InfiniteActivity_%","p450-cyp2d6-Fit_ZeroActivity_%","p450-cyp2d6-Fit_CurveClass","p450-cyp2d6-Excluded_Points","p450-cyp2d6-Max_Response_%","p450-cyp2d6-Activity at 0.0007 uM_%","p450-cyp2d6-Activity at 0.00160 uM_%","p450-cyp2d6-Activity at 0.00368 uM_%","p450-cyp2d6-Activity at 0.00820 uM_%","p450-cyp2d6-Activity at 0.018 uM_%","p450-cyp2d6-Activity at 0.041 uM_%","p450-cyp2d6-Activity at 0.091 uM_%","p450-cyp2d6-Activity at 0.204 uM_%","p450-cyp2d6-Activity at 0.457 uM_%","p450-cyp2d6-Activity at 1.022 uM_%","p450-cyp2d6-Activity at 2.286 uM_%","p450-cyp2d6-Activity at 5.111 uM_%","p450-cyp2d6-Activity at 11.43 uM_%","p450-cyp2d6-Activity at 25.56 uM_%","p450-cyp2d6-Activity at 57.14 uM_%"
1404,11112271,6604224,"NCGC",,Unspecified,,,"",2009/07/08,2,62,5.01187,Complete curve; partial efficacy,-5.3,2.3332,0.964,-66.6664,1.3608,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-65.07,0.912,-6.687,,1.693,-2.395,7.714,,7.612,4.56,-8.616,-5.829,-31.3,-59.78,-65.07,
1405,11112266,2335,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,2.2526,0.9588,-82.592,2.984,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-76.3,-6.262,-2.744,,3.253,-0.9252,2.509,,14.02,1.821,5.633,4.664,-22.5,-52.87,-76.3,
1406,11112261,854006,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.501187,Complete curve; high efficacy,-6.3,0.5,0.9874,-105.209,22.7386,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-85.77,24.17,18.52,,0.0905,-4.635,-5.824,,-21.93,-37.54,-51.75,-65.97,-76.91,-86.75,-85.77,
1407,11112260,854006,"NCGC",,Unspecified,,,"",2009/07/08,2,64,3.16228,Complete curve; partial efficacy,-5.5,1,0.9808,-94.521,5.987,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-79.59,-3.387,7.776,,10.67,7.473,8.775,,0.6626,-12.99,-17.14,-31.32,-58.63,-76.75,-79.59,
1408,11112255,933785,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.58489,Complete curve; high efficacy,-5.8,0.9,0.9887,-94.7296,-0.3544,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-86.32,-1.088,-0.4033,,-0.2663,2.224,-3.52,,-18.26,-28.08,-30.43,-57.52,-73.58,-82.53,-86.32,
1409,11112239,3293,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,0.8,0.9863,-98.1943,4.0137,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-81.84,3.854,1.254,,8.023,-0.7341,0.5096,,-6.634,-14.67,-38.23,-40.5,-59.99,-78.1,-81.84,
1410,11112233,6890,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.158489,Complete curve; high efficacy,-6.8,1.5095,0.9931,-89.9911,5.6313,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-92.77,6.917,3.677,,6.304,-1.346,-4.402,,-49.15,-79.55,-79.76,-82.97,-88.26,-95.47,-92.77,
1411,11112200,5775,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.794328,Complete curve; high efficacy,-6.1,1.3443,0.9875,-88.489,4.629,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-89.05,2.704,2.153,,7.121,-0.2021,4.458,,1.536,-29.37,-52.78,-65,-78.01,-90.3,-89.05,
1412,11112197,3775,"NCGC",,Unspecified,,,"",2009/07/08,2,64,3.98107,Complete curve; partial efficacy,-5.4,0.7,0.926,-96.624,6.332,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-73.99,-1.969,19.37,,6.457,-1.471,-2.902,,5.356,-20.13,-24.47,-34.19,-36.94,-73.65,-73.99,
1413,11112188,3042,"NCGC",,Unspecified,,,"",2009/07/08,2,63,5.01187,Complete curve; partial efficacy,-5.3,1.6924,0.9675,-78.6491,1.8484,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-75.92,-3.609,-9.178,,5.474,7.102,5.466,,6.253,7.113,-5.727,-18.31,-39.58,-62.05,-75.92,
1414,11112181,3246080,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.0501187,Complete curve; high efficacy,-7.3,0.6,0.9983,-90.6169,11.6969,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-87.87,6.962,-1.711,,-14.95,-23.14,-37.19,,-60.44,-69.41,-76.08,-79.22,-83.9,-89.1,-87.87,
1415,11112179,3246080,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.251189,Complete curve; high efficacy,-6.6,0.8,0.9978,-89.2979,-0.7705,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-85.78,-4.458,-0.7986,,-5.883,-10.11,-17.82,,-40.5,-55.71,-67.76,-74.84,-81.41,-88.92,-85.78,
1416,11112172,6603845,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,0.9,0.9934,-92.0483,1.7834,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-86.09,4.716,-0.8365,,2.022,-6.773,-3.376,,-20.2,-43.69,-56.58,-69.23,-78.29,-87.45,-86.09,
1417,11112171,6603727,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.158489,Complete curve; high efficacy,-6.8,1.21,0.9905,-83.2385,2.8622,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-87.21,2.412,5.547,,-2.242,-6.416,-6.57,,-48.81,-66.75,-73.71,-71.76,-80.56,-85.67,-87.21,
1418,11112143,667687,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.316228,Complete curve; high efficacy,-6.5,0.7,0.9889,-89.1718,4.4918,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-86.4,3.682,-3.798,,2.257,-4.243,-13,,-36.46,-53.8,-62.8,-65.14,-73.47,-84.72,-86.4,
1419,11112142,4055,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.5579,0.993,-104.822,6.1529,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-87.19,7.203,2.85,,9.334,3.647,8.846,,9.753,3.551,-1.191,-7.214,-29.22,-68.06,-87.19,
1420,11112130,9552079,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,2.0479,0.9792,-104.077,6.5706,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-95.4,-0.2535,-0.8451,,5.786,3.768,14.08,,6.145,14.11,7.087,0.7481,-29.47,-64.39,-95.4,
1421,11112123,4097,"NCGC",,Unspecified,,,"",2009/07/08,2,62,3.98107,Complete curve; partial efficacy,-5.4,2.9523,0.9439,-66.081,11,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-69.09,10.79,-1.059,,6.27,3.633,5.528,,16.73,23.09,21.96,-3.962,-38.64,-61.24,-69.09,
1422,11112116,3559,"NCGC",,Unspecified,,,"",2009/07/08,2,62,6.30957,Complete curve; partial efficacy,-5.2,1.9673,0.9165,-77.55,2.946,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-72.08,-8.429,-6.114,,-3.954,7.17,4.643,,18.46,14.5,-6.028,-5.701,-29.99,-58.75,-72.08,
1423,11112107,6604181,"NCGC",,Unspecified,,,"",2009/07/08,2,64,3.16228,Complete curve; partial efficacy,-5.5,0.9,0.9775,-81.5646,1.2749,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-68.71,-4.412,-0.5718,,2.088,1.184,3.541,,0.7057,-16.16,-24.03,-33.18,-44.18,-66.86,-68.71,
1424,11112103,2031,"NCGC",,Unspecified,,,"",2009/07/08,2,62,5.01187,Complete curve; partial efficacy,-5.3,2.1876,0.9769,-67.6965,3.5655,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-66.25,4.208,-3.122,,2.844,1.312,12.44,,7.644,4.604,-3.645,-7.306,-33.39,-59.69,-66.25,
1425,11112101,4934,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.25893,Complete curve; high efficacy,-5.9,2.5334,0.9937,-83.4815,7.5,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-86.26,8.558,2.362,,6.432,1.965,10.05,,10.61,4.265,-26.89,-64.1,-78.89,-85.26,-86.26,
1426,11112090,6604173,"NCGC",,Unspecified,,,"",2009/07/08,2,86,0.794328,Complete curve; high efficacy,-6.1,1,0.9952,-82.9457,3.8849,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-87.23,5.073,0.573,4.943,-1.166,3.73,1.398,,,,-43.72,-61.2,-70.15,-76.41,-77.3,-87.23
1427,11112087,2733525,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,2.3031,0.9526,-83.766,5.593,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-64.96,8.378,,-0.4627,0.2712,11.1,4.865,3.055,3.041,1.777,3.405,11.66,13.18,-4.897,-28.98,-64.96
1428,11112081,6604164,"NCGC",,Unspecified,,,"",2009/07/08,2,61,12.5893,Complete curve; partial efficacy,-4.9,2.3031,0.9249,-71.322,1.913,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-69.58,6.843,,-15.61,-6.296,5.869,0.5866,3.025,9.909,-0.9092,12.16,0.6299,-3.037,-34.39,-57.16,-69.58
1429,11112077,6604159,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.1,Complete curve; high efficacy,-7,1,0.9895,-97.7686,2.821,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-98.87,13.97,-6.406,-5.889,-5.317,-13.95,-22.5,,,,-90.05,-94.19,-95.88,-97.76,-94.37,-98.87
1430,11112076,91430,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1.4163,0.9892,-84.6449,0.6859,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-89.68,0.6036,-2.27,-0.758,0.2167,0.9027,3.461,,,,-10.26,-36.46,-56.23,-72.31,-72.72,-89.68
1431,11112054,6604136,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,0.8,0.9782,-90.5688,-0.0755,-1.1,0 0 0 0 0 0 0 0 0 0 0,-91.61,-13.49,1.262,0.4154,4.145,2.185,,,,,-42.01,-58.11,-68.14,-71.07,-82.14,-91.61
1432,11112045,6604127,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1,0.9505,-94.5799,7.6979,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-90.73,-6.403,,10.73,8.911,19.24,-3.03,12.99,9.885,-13.44,-3.213,-39.01,-45.77,-66.74,-79.75,-90.73
1433,11112043,6604125,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,0.7,0.978,-96.3515,-0.3115,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-87.95,-13.91,0.4009,2.228,5.165,2.424,-10.38,,,,-35.9,-53.82,-64.89,-74.37,-81.26,-87.95
1434,11112036,6604116,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.501187,Complete curve; high efficacy,-6.3,0.8,0.9894,-93.3538,7.7161,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-93.87,16.36,1.903,3.298,-4.494,3.346,0.6285,,,,-57.12,-69.38,-80.13,-85.39,-87.39,-93.87
1435,11112023,135349,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.51189,Complete curve; high efficacy,-5.6,0.9,0.9662,-78.2409,0.8289,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-82.01,-2.429,-6.502,-0.1709,3.625,-2.28,9.701,,,,-24.73,-37.01,-51.87,-61.83,-59.75,-82.01
1436,11111996,3246155,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,0.8,0.9813,-85.6588,3.5773,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-82.28,6.175,-6.043,-0.6775,1.955,3.695,5.288,,,,-25.39,-46.16,-57.44,-68.51,-67.29,-82.28
1437,11111983,3797,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1.4641,0.9744,-90.16,0.5183,-1.1,0 0 0 0 0 0 0 0 0 0 0,-92.41,-11.91,2.593,-3.264,-2.302,11.25,,,,,-18.64,-47.14,-73.4,-82.54,-80.6,-92.41
1438,11111975,5709,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.3437,0.9781,-69.2045,4.7443,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-65.18,9.935,-1.162,,8.623,8.35,2.519,,-1.587,-3.619,-3.009,-17.71,-35.81,-55.75,-65.18,
1439,11111974,5709,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,1.2221,0.8774,-82.492,7.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-62.4,4.324,5.948,5.952,4.07,13.72,,,,,12.74,10.83,-7.899,-24.86,-17.54,-62.4
1440,11111963,6604046,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.7529,0.9757,-78.853,4.003,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-79.87,3.299,,-1.452,-2.931,10.07,6.964,3.41,8.112,-6.407,6.293,-21.62,-48.54,-62.3,-76.71,-79.87
1441,11111954,6604042,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,1.4781,0.9131,-69.1315,11.605,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-78.27,-2.959,,7.421,-7.297,20.97,23.38,11.71,27.23,7.49,-2.116,-19.92,-44.44,-52.15,-60.05,-78.27
1442,11111952,659840,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.501187,Complete curve; high efficacy,-6.3,1.1,0.9895,-85.6013,6.2226,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-90.78,12.93,5.768,-3.791,8.321,2.582,1.704,,,,-57.03,-73.26,-76.62,-81.79,-79.74,-90.78
1443,11111945,5626,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.3723,0.942,-89.842,1.582,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-70.77,-8.681,-2.701,1.173,3.941,3.711,7.819,,,,8.41,-1.58,-8.685,-28.04,-36.93,-70.77
1444,11111944,5615,"NCGC",,Unspecified,,,"",2009/07/08,2,62,7.94328,Complete curve; partial efficacy,-5.1,1.6266,0.9415,-84.213,7,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-77.52,14.37,,5.759,-10.19,10.48,13.01,5.309,14.19,-0.9854,0.8191,6.134,-26.33,-58.28,-63.23,-77.52
1445,11111943,3036289,"NCGC",,Unspecified,,,"",2009/07/08,2,62,3.98107,Complete curve; partial efficacy,-5.4,1.3723,0.9426,-57.313,10.0495,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-60.76,7.617,,,,10.07,8.103,4.848,20.23,-1.534,10.47,-19.13,-26.45,-46.38,-45.32,-60.76
1446,11111942,3036289,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.25893,Complete curve; high efficacy,-5.9,1,0.9947,-83.5049,6.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-86.18,5.388,5.416,4.091,7.372,7.931,,,,,-32.44,-55.74,-64.67,-71.49,-75.68,-86.18
1447,11111941,122187,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.58489,Complete curve; high efficacy,-5.8,0.9,0.9914,-88.3232,4.1211,-1.1,0 0 0 0 0 0 0 0 0 0 0,-88.3,-2.244,2.708,1.606,6.679,9.279,,,,,-33.65,-51.02,-63.85,-74.22,-78.22,-88.3
1448,11111940,122187,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.630957,Complete curve; high efficacy,-6.2,0.8,0.9878,-86.7886,2.7932,-1.1,1 0 0 0 0 0 0 0 0 0 0 0,-87.41,24.3,-1.235,4.658,-4.399,1.538,-3.006,,,,-58.71,-57.1,-71.66,-78.47,-81.08,-87.41
1449,11111928,6604030,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.501187,Complete curve; high efficacy,-6.3,1.4641,0.9933,-90.5665,1.5052,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.96,-4.449,4.04,0.4637,3.188,4.389,,,,,-67.98,-81.76,-87.25,-89.52,-83.43,-95.96
1450,11111925,6093336,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,1.9282,0.9495,-93.433,3.3915,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-71.43,-5.79,-0.5932,0.6905,6.15,5.182,3.475,,,,10.74,7.856,3.447,-16.71,-30.29,-71.43
1451,11111907,688585,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.98107,Complete curve; partial efficacy,-5.4,1.1705,0.9916,-85.1261,5.1551,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-78.18,2.823,-0.8264,,5.912,7.249,8.719,,4.204,0.872,-11.16,-27.64,-44.57,-65.01,-78.18,
1452,11111906,688585,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.4163,0.8778,-91.566,3.15,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-72.68,-14.31,2.823,-1.356,5.179,6.532,6.85,,,,15.82,0.1689,-2.341,-33.3,-34.3,-72.68
1453,11111904,33624,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,1.5936,0.9469,-80.911,5.8545,-2.2,0 0 0 0 0 0 0 0 0 0 0,-61.35,10.32,-0.711,3.827,3.632,7.825,,,,,7.745,11.56,-0.0573,-14.74,-23.06,-61.35
1454,11111881,716126,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,1.4781,0.9354,-96.16,6.456,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-72.56,12.23,4.46,1.883,6.033,1.02,8.932,,,,18.32,2.586,-5.41,-18.38,-28.62,-72.56
1455,11111875,6604024,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.2876,0.923,-66.384,6,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-63.34,12.9,12.83,-2.207,-1.999,1.856,6.088,,,,9.02,0.7741,-10.65,-33.9,-34.91,-63.34
1456,11111874,5568,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.398107,Complete curve; high efficacy,-6.4,0.9,0.9903,-92.9697,5.7294,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-90.93,13.24,-2.431,,0.8747,3.64,-4.002,,-31.26,-50.89,-63.71,-72.96,-82.22,-89.83,-90.93,
1457,11111873,5568,"NCGC",,Unspecified,,,"",2009/07/08,2,86,0.794328,Complete curve; high efficacy,-6.1,1.1,0.9899,-85.9445,6.5779,-1.1,1 0 0 0 0 0 0 0 0 0 0 0,-91.86,22.97,-1.083,5.558,9.338,4.484,9.089,,,,-47.81,-60.7,-73.68,-81.18,-80.03,-91.86
1458,11111863,207843,"NCGC",,Unspecified,,,"",2009/07/08,2,83,5.01187,Complete curve; high efficacy,-5.3,1.111,0.9835,-92.6464,1.6875,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-90.07,5.656,-7.342,1.743,2.405,6.181,1.303,,,,-7.988,-29.85,-49.1,-66.39,-72.32,-90.07
1459,11111856,941650,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,2.1876,0.9063,-75.92,2.828,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-61.73,6.692,-2.35,3.678,-5.49,0.3601,4.121,,,,10.2,11.71,-0.1163,-13.71,-19.59,-61.73
1460,11111847,6604019,"NCGC",,Unspecified,,,"",2009/07/08,2,92,0.0398107,Complete curve; high efficacy,-7.4,0.81,0.995,-86.8735,9.5912,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-90.5,7.677,0.8958,-2.578,-7.645,-25.47,-42.86,,,,-76.92,-83.91,-85.84,-87.92,-81.94,-90.5
1461,11111845,3035905,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.3723,0.9575,-85.7936,-0.1803,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-82.97,1.623,,1.635,-5.513,2.53,1.2,8.833,-2.622,-4.133,-5.012,-5.151,-22.39,-27.44,-51.88,-82.97
1462,11111838,5567,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.501187,Complete curve; high efficacy,-6.3,0.8,0.9907,-91.472,5.7629,-1.1,0 0 0 0 0 0 0 0 0 0 0,-93.69,-1.203,11.09,0.2376,1.93,3.717,,,,,-58.6,-65.9,-78.41,-85,-82.56,-93.69
1463,11111829,6604013,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.794328,Complete curve; high efficacy,-6.1,1.1105,0.9944,-92.0554,1.0994,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-91.63,7.376,-0.4051,2.558,0.1067,0.474,-8.776,,,,-49.51,-73.14,-83.09,-86.64,-87.92,-91.63
1464,11111820,4564402,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.199526,Complete curve; high efficacy,-6.7,0.9,0.9935,-97.5747,0,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-98.72,-3.465,3.179,-7.882,-5.532,-3.588,-22.27,,,,-75.92,-90.28,-94.07,-95.97,-93.1,-98.72
1465,11111816,5265,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.51189,Complete curve; high efficacy,-5.6,1.1,0.9763,-78.9962,-0.8998,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-84.08,-1.786,-3.453,-9.776,-1.292,2.698,4.918,,,,-19.45,-40.81,-55.47,-65.17,-66.29,-84.08
1466,11111815,6604010,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.4781,0.9054,-72.482,3.0845,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-75.12,-3.791,0.281,-0.5356,8.906,3.884,3.467,,,,13.19,-0.4288,-13.62,-33.69,-33.94,-75.12
1467,11111808,91769,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.6924,0.9257,-84.579,2.2515,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.73,-15.24,3.881,-0.0535,6.538,13.24,,,,,-3.392,8.141,-14.05,-44.96,-56.57,-81.73
1468,11111801,682802,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; high efficacy,-4.5,1.6924,0.868,-106.383,5.5061,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-80.31,10.79,,-8.581,-1.231,2.814,-1.509,-1.749,10.79,19.8,3.11,15.94,14.25,-26.93,-36.21,-80.31
1469,11111796,121881,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.25893,Complete curve; high efficacy,-5.9,0.7,0.9842,-83.196,7.5,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-83.43,6.373,2.233,5.476,10.77,2.32,2.268,,,,-33.65,-52.42,-56.25,-68.68,-63.98,-83.43
1470,11111789,6604002,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,1.2475,0.8942,-82.022,0.842,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-61.97,0.3077,-7.213,-1.076,-1.583,4.419,3.797,,,,14.61,-4.392,-8.916,-25.21,-28.2,-61.97
1471,11111781,131747,"NCGC",,Unspecified,,,"",2009/07/08,2,61,10,Complete curve; partial efficacy,-5,1.9282,0.9496,-68.6849,0.7489,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-68.28,9.231,-8.124,-8.763,2.543,2.549,-2.057,,,,8.745,-0.0373,-17.16,-38.98,-55.45,-68.28
1472,11111779,6604000,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.4163,0.9647,-87.6419,-1.1921,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-83.9,3.002,-1.575,-4.099,2.655,-3.008,3.021,,,,-1.819,-16.97,-11,-36.52,-53.84,-83.9
1473,11111771,6603998,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.2475,0.9499,-84.515,11.5,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-63.69,11.49,7.958,11.36,4.243,11.69,15.73,,,,17.18,10.84,-7.054,-17.99,-28,-63.69
1474,11111767,3378093,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,2.5884,0.8378,-88.712,1.324,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-71.28,0.342,,-0.5904,-22.56,-6.92,3.279,-4.318,6.161,8.72,15.48,12.04,1.994,-2.359,-34.95,-71.28
1475,11111765,5191,"NCGC",,Unspecified,,,"",2009/07/08,2,40,15.8489,Partial curve; partial efficacy,-4.8,1.5386,0.9093,-59.272,3.41,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-61.36,5.464,-0.2722,-0.9371,-2.021,4.026,4.913,,,,10.44,7.928,-11.57,-26.13,-29.37,-61.36
1476,11111754,1342,"NCGC",,Unspecified,,,"",2009/07/08,2,61,15.8489,Complete curve; partial efficacy,-4.8,2.4064,0.921,-67.419,-0.985,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-62.42,-3.877,,,,-5.31,-4.174,7.156,-9.225,2.505,12.43,-3.442,-12.75,-18.15,-56.87,-62.42
1477,11111749,6603989,"NCGC",,Unspecified,,,"",2009/07/08,2,40,31.6228,Partial curve; partial efficacy,-4.5,1.4163,0.9394,-88.9496,1.3264,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-67.73,3.456,2.618,-0.8332,2.368,0.7963,-3.84,,,,1.147,9.006,-9.063,-24.73,-30.11,-67.73
1478,11111748,6603988,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1,Complete curve; high efficacy,-6,0.9,0.9874,-86.4501,0.1421,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-88.59,-7.242,1.867,-0.3918,4.989,1.339,-8.72,,,,-43.79,-59.94,-71.25,-78.86,-75.15,-88.59
1479,11111741,5095,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1,0.9757,-92.2422,3.5585,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-88.73,12.94,1.093,4.132,-1.581,8.916,-9.108,,,,-13.31,-42.59,-54.9,-68.64,-82.12,-88.73
