GeneIndex	SideEffectIndex	Target	UMLS_CUI	SE_name	EF	Pvalue	Qvalue	ChiSquare	FunctionalAnnotation
4793	1913	OPRK1	C0020458	Hyperhidrosis	2.93	5.2e-15	4.8e-11	61.2	Binding
4793	2492	OPRK1	C0004936	Mental disorder	2.31	9.1e-07	0.0073	24.1	Binding
4793	3442	OPRK1	C0235063	Respiratory depression	8.74	1.4e-19	7.2e-16	81.9	Antagonist
4793	2008	OPRK1	C0413252	Hypothermia	4.46	3e-19	2.8e-15	80.4	Binding
4793	3442	OPRK1	C0235063	Respiratory depression	3.18	1.1e-06	0.00086	23.7	Agonist
4793	966	OPRK1	C0009806	Constipation	1.87	1.7e-07	0.0014	27.3	Binding
4793	1063	OPRK1	C1306577	Death	4.22	1.2e-16	1.1e-12	68.6	Binding
4793	787	OPRK1	C0007820	Cerebrovascular disorder	8.22	8.6e-31	8.3e-27	133.1	Binding
4793	908	OPRK1	C0009421	Coma	2.96	8.8e-07	0.007	24.2	Binding
4793	2825	OPRK1	C0028961	Oliguria	10.62	1.8e-47	1.7e-43	209.5	Binding
4793	4230	OPRK1	C0038587	Withdrawal syndrome	16.56	8.7e-31	7.9e-28	133.1	Agonist
4793	2196	OPRK1	C0151740	Intracranial pressure increased	13.15	1.3e-65	1.3e-61	292.7	Binding
4793	3442	OPRK1	C0235063	Respiratory depression	6.88	1.8e-53	1.7e-49	237	Binding
4793	430	OPRK1	C0151824	Biliary colic	29.74	1.5e-147	1.5e-143	669.2	Binding
4793	1193	OPRK1	C0013220	Drug tolerance	13.51	5.9e-55	5.8e-51	243.8	Binding
4793	1091	OPRK1	C0439857	Dependence	2.89	1e-05	0.0076	19.5	Agonist
4793	1240	OPRK1	C0013428	Dysuria	2.56	6.9e-08	0.00057	29.1	Binding
4793	2598	OPRK1	C0037763	Muscle spasms	3.8	2.4e-12	2.2e-08	49.1	Binding
4793	2146	OPRK1	C0151828	Injection site pain	3.48	9e-11	7.9e-07	42	Binding
4793	3444	OPRK1	C0035204	Respiratory disorder	2.52	3.3e-06	0.026	21.6	Binding
4793	2141	OPRK1	C0521498	Injection site irritation	13.91	5e-62	5e-58	276.2	Binding
4793	441	OPRK1	C0005686	Bladder disorder	7.58	4.3e-24	4.1e-20	102.5	Binding
4793	1229	OPRK1	C0233477	Dysphoria	22.38	5.6e-42	5.5e-38	184.3	Binding
4793	1396	OPRK1	C0235146	Euphoric mood	4.58	9.1e-19	8.6e-15	78.2	Binding
4793	2536	OPRK1	C0026205	Miosis	11.81	1.1e-25	9.5e-23	109.9	Agonist
4793	3693	OPRK1	C2830004	Somnolence	1.79	2.5e-07	0.0021	26.6	Binding
4793	2875	OPRK1	C0020651	Orthostatic hypotension	3.33	1.1e-05	0.0084	19.3	Agonist
4793	1106	OPRK1	C0011616	Dermatitis contact	7.62	3.8e-33	3.7e-29	143.9	Binding
4793	4010	OPRK1	C0948226	Ureteral spasm	34.46	3e-172	3e-168	782.8	Binding
4793	3601	OPRK1	C0036974	Shock	6.82	3.3e-33	3.2e-29	144.2	Binding
4793	1091	OPRK1	C0439857	Dependence	8.14	2e-63	2e-59	282.6	Binding
4794	1913	OPRL1	C0020458	Hyperhidrosis	4.03	2.4e-06	0.019	22.3	Binding
4795	4010	OPRM1	C0948226	Ureteral spasm	32.92	2.1e-191	2.1e-187	870.9	Binding
4795	3269	OPRM1	C0033774	Pruritus	2.53	1.9e-05	0.014	18.3	Agonist
4795	1396	OPRM1	C0235146	Euphoric mood	3.57	2.7e-06	0.0021	22	Agonist
4795	1396	OPRM1	C0235146	Euphoric mood	4.43	8.7e-21	8.2e-17	87.4	Binding
4795	787	OPRM1	C0007820	Cerebrovascular disorder	8.31	2.7e-38	2.7e-34	167.4	Binding
4795	2196	OPRM1	C0151740	Intracranial pressure increased	12.84	7.5e-76	7.4e-72	339.7	Binding
4795	2008	OPRM1	C0413252	Hypothermia	9.16	6.6e-21	5.9e-18	88	Agonist
4795	595	OPRM1	C0428977	Bradycardia	3.31	2.1e-07	0.00098	27	Antagonist
4795	908	OPRM1	C0009421	Coma	4.38	3.7e-07	0.00029	25.8	Agonist
4795	2141	OPRM1	C0521498	Injection site irritation	7.96	1.2e-13	1e-10	55	Agonist
4795	3601	OPRM1	C0036974	Shock	6.56	9.4e-37	9.1e-33	160.4	Binding
4795	2536	OPRM1	C0026205	Miosis	11.93	2e-100	2e-96	452.6	Binding
4795	1913	OPRM1	C0020458	Hyperhidrosis	3.21	5.3e-23	5.1e-19	97.5	Binding
4795	4230	OPRM1	C0038587	Withdrawal syndrome	21.11	5.9e-115	5.8e-111	519.3	Binding
4795	2825	OPRM1	C0028961	Oliguria	9.49	2.1e-18	1.8e-15	76.6	Agonist
4795	966	OPRM1	C0009806	Constipation	1.83	3.6e-08	3e-04	30.4	Binding
4795	1193	OPRM1	C0013220	Drug tolerance	12.14	3.3e-53	3.2e-49	235.8	Binding
4795	3693	OPRM1	C2830004	Somnolence	1.86	6.1e-10	5.2e-06	38.3	Binding
4795	3601	OPRM1	C0036974	Shock	3.98	2.5e-07	2e-04	26.6	Agonist
4795	1091	OPRM1	C0439857	Dependence	8.01	2.2e-74	2.1e-70	333	Binding
4795	1913	OPRM1	C0020458	Hyperhidrosis	2.95	7.3e-06	0.033	20.1	Antagonist
4795	2536	OPRM1	C0026205	Miosis	11.58	5.2e-27	2.7e-23	115.8	Antagonist
4795	2875	OPRM1	C0020651	Orthostatic hypotension	3.47	7.8e-07	0.00061	24.4	Agonist
4795	2141	OPRM1	C0521498	Injection site irritation	13.37	2.2e-69	2.2e-65	310	Binding
4795	2536	OPRM1	C0026205	Miosis	15.1	2.3e-48	2.1e-45	213.5	Agonist
4795	3601	OPRM1	C0036974	Shock	7.31	2e-13	1e-09	54	Antagonist
4795	908	OPRM1	C0009421	Coma	2.8	5.5e-07	0.0044	25.1	Binding
4795	441	OPRM1	C0005686	Bladder disorder	7.22	2.7e-26	2.6e-22	112.5	Binding
4795	432	OPRM1	C0005424	Biliary tract disorder	2.76	4.8e-06	0.037	20.9	Binding
4795	2146	OPRM1	C0151828	Injection site pain	3.67	9.8e-15	8.9e-11	59.9	Binding
4795	430	OPRM1	C0151824	Biliary colic	13.48	3e-27	2.7e-24	116.9	Agonist
4795	430	OPRM1	C0151824	Biliary colic	28.42	7.5e-164	7.5e-160	744.1	Binding
4795	1091	OPRM1	C0439857	Dependence	3.22	3.2e-08	2.7e-05	30.6	Agonist
4795	2196	OPRM1	C0151740	Intracranial pressure increased	7.35	6.5e-15	5.7e-12	60.7	Agonist
4795	3444	OPRM1	C0035204	Respiratory disorder	2.62	7.3e-05	0.049	15.7	Agonist
4795	2596	OPRM1	C0026837	Muscle rigidity	9.23	1.3e-17	1.2e-13	73.1	Binding
4795	4230	OPRM1	C0038587	Withdrawal syndrome	14.94	1.3e-27	1.2e-24	118.5	Agonist
4795	1913	OPRM1	C0020458	Hyperhidrosis	2.61	2.9e-06	0.0023	21.8	Agonist
4795	4010	OPRM1	C0948226	Ureteral spasm	14.65	7.6e-30	6.9e-27	128.8	Agonist
4795	1106	OPRM1	C0011616	Dermatitis contact	8.75	9e-17	7.9e-14	69.2	Agonist
4795	1199	OPRM1	C0043352	Dry mouth	1.8	1.7e-06	0.013	23	Binding
4795	2146	OPRM1	C0151828	Injection site pain	4.24	3.1e-06	0.014	21.7	Antagonist
4795	2825	OPRM1	C0028961	Oliguria	10.15	2.8e-52	2.7e-48	231.5	Binding
4795	3269	OPRM1	C0033774	Pruritus	2.49	1.1e-12	9.7e-09	50.7	Binding
4795	2492	OPRM1	C0004936	Mental disorder	2.63	1.1e-11	9.5e-08	46.2	Binding
4795	595	OPRM1	C0428977	Bradycardia	3.51	5.6e-27	5.4e-23	115.7	Binding
4795	2598	OPRM1	C0037763	Muscle spasms	3.63	3.3e-13	3e-09	53	Binding
4795	1063	OPRM1	C1306577	Death	4.2	9.7e-20	9.1e-16	82.7	Binding
4795	3442	OPRM1	C0235063	Respiratory depression	7.52	3.8e-20	1.9e-16	84.5	Antagonist
4795	1106	OPRM1	C0011616	Dermatitis contact	7	3.2e-33	3.1e-29	144.2	Binding
4795	1091	OPRM1	C0439857	Dependence	11.37	1.4e-30	6.9e-27	132.2	Antagonist
4795	595	OPRM1	C0428977	Bradycardia	3.08	6.3e-09	5.2e-06	33.7	Agonist
4795	3442	OPRM1	C0235063	Respiratory depression	7.56	2.4e-80	2.4e-76	360.3	Binding
4795	1063	OPRM1	C1306577	Death	4.79	4.2e-10	3.5e-07	39	Agonist
4795	4050	OPRM1	C0042109	Urticaria	2.47	6.1e-09	5.2e-05	33.8	Binding
4795	1240	OPRM1	C0013428	Dysuria	2.77	1.2e-11	1e-07	46	Binding
4795	3444	OPRM1	C0035204	Respiratory disorder	3.41	1.7e-16	1.6e-12	67.9	Binding
4795	1229	OPRM1	C0233477	Dysphoria	18.43	3.3e-34	3.2e-30	148.7	Binding
4795	1159	OPRM1	C0233407	Disorientation	4.15	4.7e-06	0.036	21	Binding
4795	3442	OPRM1	C0235063	Respiratory depression	4.39	4.4e-16	3.8e-13	66.1	Agonist
4795	2008	OPRM1	C0413252	Hypothermia	4.51	9.3e-24	8.9e-20	101	Binding
4795	2008	OPRM1	C0413252	Hypothermia	4.05	2.2e-06	0.01	22.4	Antagonist
4795	4050	OPRM1	C0042109	Urticaria	3.16	6.2e-06	0.0047	20.4	Agonist
5053	1524	PDE10A	C0016382	Flushing	5.61	6.6e-09	5.6e-05	33.7	Binding
5054	1225	PDE11A	C0013395	Dyspepsia	8.49	5.2e-16	4.8e-12	65.7	Binding
5055	1524	PDE1A	C0016382	Flushing	5.75	6.3e-11	3.1e-07	42.7	Antagonist
5055	1524	PDE1A	C0016382	Flushing	5.46	2.7e-14	2.5e-10	57.9	Binding
5056	1524	PDE1B	C0016382	Flushing	6.47	1.3e-11	6.4e-08	45.8	Antagonist
5056	1524	PDE1B	C0016382	Flushing	5.86	9.2e-15	8.4e-11	60.1	Binding
5057	1524	PDE1C	C0016382	Flushing	4.84	3.9e-10	3.4e-06	39.1	Binding
5058	1524	PDE2A	C0016382	Flushing	4.42	3.4e-07	0.0028	26	Binding
5058	1782	PDE2A	C0018681	Headache	2.78	1.9e-06	0.015	22.7	Binding
5058	1225	PDE2A	C0013395	Dyspepsia	4.94	1.4e-07	0.0011	27.7	Binding
5059	2928	PDE3A	C0030252	Palpitations	3.78	2.7e-06	0.021	22	Binding
5059	1225	PDE3A	C0013395	Dyspepsia	4.23	9e-07	0.0072	24.1	Binding
5060	1225	PDE3B	C0013395	Dyspepsia	5	1.1e-07	0.00088	28.2	Binding
5061	1524	PDE4A	C0016382	Flushing	3.79	3.7e-08	0.00031	30.3	Binding
5061	2928	PDE4A	C0030252	Palpitations	3.33	5.3e-06	0.041	20.7	Binding
5061	1143	PDE4A	C0011991	Diarrhoea	2.65	4.2e-06	0.033	21.2	Binding
5061	1225	PDE4A	C0013395	Dyspepsia	4.35	4.8e-07	0.0023	25.3	Antagonist
5061	1225	PDE4A	C0013395	Dyspepsia	4.94	1.7e-12	1.5e-08	49.8	Binding
5062	1524	PDE4B	C0016382	Flushing	4.31	2.2e-06	0.01	22.4	Antagonist
5062	2928	PDE4B	C0030252	Palpitations	4.43	1.3e-06	0.0062	23.4	Antagonist
5062	1524	PDE4B	C0016382	Flushing	4.16	2.6e-09	2.2e-05	35.5	Binding
5062	2928	PDE4B	C0030252	Palpitations	3.92	4.4e-08	0.00036	30	Binding
5062	1225	PDE4B	C0013395	Dyspepsia	4.46	4.4e-09	3.7e-05	34.4	Binding
5062	1143	PDE4B	C0011991	Diarrhoea	2.77	2.3e-06	0.018	22.3	Binding
5063	1524	PDE4C	C0016382	Flushing	4.24	6.5e-08	0.00054	29.2	Binding
5063	1143	PDE4C	C0011991	Diarrhoea	2.98	2.6e-06	0.021	22.1	Binding
5063	1782	PDE4C	C0018681	Headache	2.58	2.6e-06	0.02	22.1	Binding
5063	1225	PDE4C	C0013395	Dyspepsia	5.6	3e-12	2.6e-08	48.7	Binding
5064	1524	PDE4D	C0016382	Flushing	3.81	3.1e-08	0.00026	30.7	Binding
5064	1524	PDE4D	C0016382	Flushing	3.79	7.4e-06	0.034	20.1	Antagonist
5064	1225	PDE4D	C0013395	Dyspepsia	4.39	1.9e-09	1.6e-05	36.1	Binding
5065	2928	PDE5A	C0030252	Palpitations	3.96	3.4e-06	0.027	21.6	Binding
5065	1143	PDE5A	C0011991	Diarrhoea	3.27	2.7e-07	0.0022	26.5	Binding
5065	1225	PDE5A	C0013395	Dyspepsia	6.58	4.8e-16	4.4e-12	65.9	Binding
5065	1524	PDE5A	C0016382	Flushing	5.36	2.2e-12	2e-08	49.3	Binding
5066	1225	PDE6A	C0013395	Dyspepsia	8.66	6.8e-15	6.2e-11	60.6	Binding
5080	1022	PDGFRA	C0332601	Cushingoid	48.59	3e-205	1.6e-201	934.6	Antagonist
5080	103	PDGFRA	C0001621	Adrenal disorder	26.26	9e-71	4.6e-67	316.4	Antagonist
5080	1946	PDGFRA	C0020555	Hypertrichosis	33.66	1.7e-105	1.7e-101	475.9	Binding
5080	3014	PDGFRA	C0030920	Peptic ulcer	13.6	1.3e-24	6.7e-21	104.9	Antagonist
5080	3830	PDGFRA	C0039446	Telangiectasia	48.95	3e-145	3e-141	658.6	Binding
5080	1396	PDGFRA	C0235146	Euphoric mood	5.37	5.4e-10	4.7e-06	38.5	Binding
5080	1938	PDGFRA	C0020538	Hypertension	4.59	6e-12	3e-08	47.3	Antagonist
5080	3790	PDGFRA	C0038826	Superinfection	22.77	3.6e-47	3.5e-43	208.1	Binding
5080	3014	PDGFRA	C0030920	Peptic ulcer	12.32	4.6e-22	4.4e-18	93.2	Binding
5080	1946	PDGFRA	C0020555	Hypertrichosis	38.88	1.1e-122	5.6e-119	554.9	Antagonist
5080	582	PDGFRA	C0005940	Bone disorder	28.27	5.3e-65	2.7e-61	289.9	Antagonist
5080	1317	PDGFRA	C0014130	Endocrine disorder	4.88	1.1e-15	9.7e-12	64.3	Binding
5080	3656	PDGFRA	C0152459	Skin striae	42.86	7.3e-109	7.2e-105	491.3	Binding
5080	2605	PDGFRA	C0151786	Muscular weakness	7.69	2.3e-19	2.1e-15	81	Binding
5080	1396	PDGFRA	C0235146	Euphoric mood	6.17	6.4e-12	3.2e-08	47.2	Antagonist
5080	3656	PDGFRA	C0152459	Skin striae	47.84	5.1e-122	2.6e-118	551.8	Antagonist
5080	2888	PDGFRA	C0029445	Osteonecrosis	45.1	5.9e-96	5.8e-92	432	Binding
5080	3790	PDGFRA	C0038826	Superinfection	20.43	4.1e-42	2.1e-38	184.9	Antagonist
5080	1938	PDGFRA	C0020538	Hypertension	3.82	1.2e-09	9.9e-06	37	Binding
5080	106	PDGFRA	C0001623	Adrenal insufficiency	27.55	2.3e-74	2.3e-70	332.8	Binding
5080	103	PDGFRA	C0001621	Adrenal disorder	27.72	7.6e-75	7.5e-71	335.1	Binding
5080	2196	PDGFRA	C0151740	Intracranial pressure increased	13.78	6.1e-25	5.9e-21	106.4	Binding
5080	2891	PDGFRA	C0029456	Osteoporosis	40.37	1.6e-152	1.6e-148	692.1	Binding
5080	1912	PDGFRA	C0020456	Hyperglycaemia	3.76	1.3e-07	0.0011	27.8	Binding
5080	2939	PDGFRA	C0001339	Pancreatitis acute	21.62	5.9e-49	5.8e-45	216.3	Binding
5080	3627	PDGFRA	C0151514	Skin atrophy	44.2	3.8e-149	3.8e-145	676.5	Binding
5080	2939	PDGFRA	C0001339	Pancreatitis acute	24.4	1.1e-55	5.5e-52	247.2	Antagonist
5080	1986	PDGFRA	C0020621	Hypokalaemia	7.41	2.7e-17	2.5e-13	71.5	Binding
5080	106	PDGFRA	C0001623	Adrenal insufficiency	25.76	2.4e-69	1.2e-65	309.8	Antagonist
5080	2605	PDGFRA	C0151786	Muscular weakness	8.7	1.8e-22	9.2e-19	95.1	Antagonist
5080	3627	PDGFRA	C0151514	Skin atrophy	49.76	1e-168	5.4e-165	766.5	Antagonist
5080	159	PDGFRA	C0002453	Amenorrhoea	4.6	1.9e-09	9.3e-06	36.1	Antagonist
5080	582	PDGFRA	C0005940	Bone disorder	23.62	9.4e-54	9.3e-50	238.3	Binding
5080	159	PDGFRA	C0002453	Amenorrhoea	4.76	1.4e-10	1.3e-06	41.1	Binding
5080	3830	PDGFRA	C0039446	Telangiectasia	52.21	2.3e-155	1.2e-151	705.2	Antagonist
5080	2793	PDGFRA	C0013604	Oedema	4.56	8.5e-17	4.3e-13	69.3	Antagonist
5080	2488	PDGFRA	C0025345	Menstrual disorder	4.05	5.8e-08	0.00028	29.4	Antagonist
5080	2196	PDGFRA	C0151740	Intracranial pressure increased	15.77	7e-29	3.6e-25	124.4	Antagonist
5080	2888	PDGFRA	C0029445	Osteonecrosis	46.7	1.4e-99	7.5e-96	448.6	Antagonist
5080	2891	PDGFRA	C0029456	Osteoporosis	44.49	7.4e-169	3.8e-165	767.2	Antagonist
5080	2793	PDGFRA	C0013604	Oedema	4.37	6.4e-17	5.9e-13	69.9	Binding
5080	2488	PDGFRA	C0025345	Menstrual disorder	4.05	1.9e-08	0.00016	31.6	Binding
5080	1986	PDGFRA	C0020621	Hypokalaemia	7.85	6.6e-16	3.3e-12	65.3	Antagonist
5080	1912	PDGFRA	C0020456	Hyperglycaemia	4.08	1.5e-08	7.3e-05	32.1	Antagonist
5080	1022	PDGFRA	C0332601	Cushingoid	42.91	2.6e-180	2.6e-176	819.9	Binding
5080	1317	PDGFRA	C0014130	Endocrine disorder	4.98	3.5e-16	1.7e-12	66.5	Antagonist
5081	2488	PDGFRB	C0025345	Menstrual disorder	3.5	4.9e-06	0.038	20.9	Binding
5081	2891	PDGFRB	C0029456	Osteoporosis	40.26	4.4e-152	4.3e-148	690.1	Binding
5081	3830	PDGFRB	C0039446	Telangiectasia	48.81	7.9e-145	7.8e-141	656.7	Binding
5081	159	PDGFRB	C0002453	Amenorrhoea	4.12	1.4e-07	0.0011	27.8	Binding
5081	1912	PDGFRB	C0020456	Hyperglycaemia	4.07	1.6e-08	7.7e-05	31.9	Antagonist
5081	103	PDGFRB	C0001621	Adrenal disorder	26.2	1.3e-70	6.7e-67	315.6	Antagonist
5081	1396	PDGFRB	C0235146	Euphoric mood	6.16	6.9e-12	3.4e-08	47.1	Antagonist
5081	582	PDGFRB	C0005940	Bone disorder	28.21	7.4e-65	3.8e-61	289.2	Antagonist
5081	1317	PDGFRB	C0014130	Endocrine disorder	4.86	1.2e-15	1.1e-11	64.1	Binding
5081	3014	PDGFRB	C0030920	Peptic ulcer	12.29	5.4e-22	5.1e-18	92.9	Binding
5081	2793	PDGFRB	C0013604	Oedema	4.55	9.5e-17	4.8e-13	69.1	Antagonist
5081	1946	PDGFRB	C0020555	Hypertrichosis	33.57	3.4e-105	3.4e-101	474.5	Binding
5081	3627	PDGFRB	C0151514	Skin atrophy	49.65	2.4e-168	1.3e-164	764.8	Antagonist
5081	2888	PDGFRB	C0029445	Osteonecrosis	46.61	2.4e-99	1.2e-95	447.6	Antagonist
5081	2488	PDGFRB	C0025345	Menstrual disorder	3.76	1.1e-06	0.0051	23.8	Antagonist
5081	1022	PDGFRB	C0332601	Cushingoid	48.48	8.4e-205	4.4e-201	932.5	Antagonist
5081	1022	PDGFRB	C0332601	Cushingoid	42.79	8.6e-180	8.5e-176	817.5	Binding
5081	2605	PDGFRB	C0151786	Muscular weakness	7.67	2.7e-19	2.5e-15	80.7	Binding
5081	3656	PDGFRB	C0152459	Skin striae	42.74	1.5e-108	1.5e-104	489.9	Binding
5081	3830	PDGFRB	C0039446	Telangiectasia	52.1	4.9e-155	2.5e-151	703.6	Antagonist
5081	2888	PDGFRB	C0029445	Osteonecrosis	44.97	1.1e-95	1.1e-91	430.8	Binding
5081	3790	PDGFRB	C0038826	Superinfection	22.7	4.9e-47	4.8e-43	207.5	Binding
5081	2196	PDGFRB	C0151740	Intracranial pressure increased	13.75	7.3e-25	7e-21	106	Binding
5081	3627	PDGFRB	C0151514	Skin atrophy	44.07	1e-148	1e-144	674.5	Binding
5081	1986	PDGFRB	C0020621	Hypokalaemia	6.86	1.2e-14	1.1e-10	59.5	Binding
5081	1986	PDGFRB	C0020621	Hypokalaemia	7.83	7.2e-16	3.6e-12	65.1	Antagonist
5081	1946	PDGFRB	C0020555	Hypertrichosis	38.8	2e-122	1e-118	553.7	Antagonist
5081	3014	PDGFRB	C0030920	Peptic ulcer	13.58	1.5e-24	7.6e-21	104.6	Antagonist
5081	103	PDGFRB	C0001621	Adrenal disorder	27.64	1.3e-74	1.2e-70	334.1	Binding
5081	1938	PDGFRB	C0020538	Hypertension	4.84	1.6e-13	8.2e-10	54.4	Antagonist
5081	2605	PDGFRB	C0151786	Muscular weakness	8.68	2e-22	1e-18	94.9	Antagonist
5081	159	PDGFRB	C0002453	Amenorrhoea	4.26	5.9e-08	0.00028	29.4	Antagonist
5081	106	PDGFRB	C0001623	Adrenal insufficiency	27.47	3.8e-74	3.8e-70	331.8	Binding
5081	2196	PDGFRB	C0151740	Intracranial pressure increased	15.74	8.1e-29	4.2e-25	124.1	Antagonist
5081	1938	PDGFRB	C0020538	Hypertension	4.21	3.2e-12	2.8e-08	48.6	Binding
5081	1317	PDGFRB	C0014130	Endocrine disorder	4.97	3.8e-16	1.9e-12	66.3	Antagonist
5081	2939	PDGFRB	C0001339	Pancreatitis acute	24.35	1.4e-55	7.3e-52	246.6	Antagonist
5081	106	PDGFRB	C0001623	Adrenal insufficiency	25.7	3.4e-69	1.7e-65	309.1	Antagonist
5081	2939	PDGFRB	C0001339	Pancreatitis acute	21.56	8.2e-49	8.1e-45	215.6	Binding
5081	1912	PDGFRB	C0020456	Hyperglycaemia	3.75	1.4e-07	0.0012	27.7	Binding
5081	3656	PDGFRB	C0152459	Skin striae	47.74	9.3e-122	4.8e-118	550.6	Antagonist
5081	582	PDGFRB	C0005940	Bone disorder	23.55	1.4e-53	1.3e-49	237.5	Binding
5081	3790	PDGFRB	C0038826	Superinfection	20.39	5.1e-42	2.6e-38	184.5	Antagonist
5081	2793	PDGFRB	C0013604	Oedema	4.35	7.5e-17	6.9e-13	69.5	Binding
5081	2891	PDGFRB	C0029456	Osteoporosis	44.4	1.7e-168	8.9e-165	765.5	Antagonist
5081	1396	PDGFRB	C0235146	Euphoric mood	5.35	5.9e-10	5.1e-06	38.4	Binding
5157	2488	PGR	C0025345	Menstrual disorder	9.26	5.8e-63	5.7e-59	280.5	Binding
5157	159	PGR	C0002453	Amenorrhoea	3.63	2.3e-06	0.018	22.3	Binding
5157	2315	PGR	C0854382	Libido disorder	4.93	1.8e-12	1.6e-08	49.7	Binding
5157	633	PGR	C0024902	Breast pain	40.5	1.1e-144	1.1e-140	656	Binding
5157	1719	PGR	C0018418	Gynaecomastia	3.63	8.2e-10	7.1e-06	37.7	Binding
5157	4219	PGR	C0043094	Weight increased	10.43	1.3e-31	1.1e-28	136.9	Agonist
5157	1865	PGR	C0019572	Hirsutism	15.13	1.8e-30	1.7e-26	131.7	Binding
5157	1096	PGR	C0011570	Depression	3.87	5.3e-07	0.00042	25.2	Agonist
5157	2793	PGR	C0013604	Oedema	4.39	2.3e-19	2.1e-15	81	Binding
5157	432	PGR	C0005424	Biliary tract disorder	4.17	4.3e-06	0.033	21.1	Binding
5157	4050	PGR	C0042109	Urticaria	3.17	1.4e-06	0.011	23.3	Binding
5157	46	PGR	C0702166	Acne	24.39	1.4e-75	1.3e-72	338.5	Agonist
5157	4219	PGR	C0043094	Weight increased	5.6	4e-33	3.9e-29	143.8	Binding
5157	1096	PGR	C0011570	Depression	4.23	7e-19	6.5e-15	78.8	Binding
5157	2221	PGR	C0022354	Jaundice cholestatic	8.26	4.5e-14	4.1e-10	56.9	Binding
5157	1505	PGR	C0016034	Fibrocystic breast disease	7.74	1.6e-19	1.5e-15	81.7	Binding
5157	2488	PGR	C0025345	Menstrual disorder	16.58	3.8e-53	3.5e-50	235.5	Agonist
5157	2518	PGR	C0025874	Metrorrhagia	43.27	5.9e-119	5.8e-115	537.7	Binding
5157	2531	PGR	C0149931	Migraine	13.82	5.1e-25	4.9e-21	106.7	Binding
5157	2793	PGR	C0013604	Oedema	5.1	6.6e-11	5.6e-08	42.6	Agonist
5157	46	PGR	C0702166	Acne	36.39	5.9e-272	5.9e-268	1241.5	Binding
5335	167	POLA1	C0002871	Anaemia	4.47	2.7e-07	0.0022	26.4	Binding
5335	2613	POLA1	C0231528	Myalgia	3.96	1.1e-06	0.0084	23.8	Binding
5335	328	POLA1	C0003862	Arthralgia	4.16	4.5e-06	0.035	21	Binding
5335	1005	POLA1	C0010200	Cough	4.64	5.3e-07	0.0043	25.1	Binding
5341	167	POLG	C0002871	Anaemia	4.72	8.1e-08	0.00067	28.8	Binding
5390	2613	PPARA	C0231528	Myalgia	7.77	1e-15	9.2e-12	64.4	Binding
5393	1225	PPARG	C0013395	Dyspepsia	3.7	3.2e-05	0.022	17.3	Agonist
5646	1524	PTGER2	C0016382	Flushing	4.05	2.1e-06	0.017	22.5	Binding
5647	1143	PTGER3	C0011991	Diarrhoea	4.38	6.9e-09	5.8e-05	33.6	Binding
5648	1143	PTGER4	C0011991	Diarrhoea	4.59	4.2e-10	3.6e-06	39	Binding
5654	13	PTGS1	C0232492	Abdominal pain upper	2.32	9.9e-09	8.3e-05	32.9	Binding
5654	1225	PTGS1	C0013395	Dyspepsia	3.1	1.8e-11	1.6e-07	45.1	Binding
5654	3427	PTGS1	C0151747	Renal tubular disorder	9.11	9.3e-16	8.6e-12	64.6	Binding
5654	1603	PTGS1	C0017181	Gastrointestinal haemorrhage	9.63	7.9e-56	7.8e-52	247.8	Binding
5654	1603	PTGS1	C0017181	Gastrointestinal haemorrhage	8.95	2.3e-26	1.2e-22	112.9	Antagonist
5654	3866	PTGS1	C0040034	Thrombocytopenia	3.1	2.5e-07	0.0012	26.6	Antagonist
5654	3413	PTGS1	C0035078	Renal failure	6.32	3e-15	2.7e-11	62.3	Binding
5654	2705	PTGS1	C0022658	Nephropathy	3.99	2.8e-07	0.0013	26.4	Antagonist
5654	3892	PTGS1	C0040264	Tinnitus	3.44	9.9e-12	8.7e-08	46.3	Binding
5654	3930	PTGS1	C0014518	Toxic epidermal necrolysis	5.88	2.1e-09	1.8e-05	35.9	Binding
5654	3866	PTGS1	C0040034	Thrombocytopenia	3.17	2.9e-12	2.6e-08	48.7	Binding
5654	3014	PTGS1	C0030920	Peptic ulcer	9.01	2.2e-23	2.1e-19	99.3	Binding
5654	3269	PTGS1	C0033774	Pruritus	2.44	1.4e-07	0.0011	27.7	Binding
5654	1732	PTGS1	C0018965	Haematuria	6.03	1.2e-10	5.9e-07	41.5	Antagonist
5654	1732	PTGS1	C0018965	Haematuria	6.69	1e-21	9.7e-18	91.7	Binding
5654	1379	PTGS1	C0014742	Erythema multiforme	3.97	1e-07	0.00085	28.3	Binding
5654	267	PTGS1	C0002874	Aplastic anaemia	6.2	5.9e-13	5.3e-09	51.9	Binding
5654	1823	PTGS1	C0019158	Hepatitis	3.53	2.3e-07	0.0019	26.7	Binding
5654	2705	PTGS1	C0022658	Nephropathy	4.08	1.1e-12	9.5e-09	50.7	Binding
5654	2793	PTGS1	C0013604	Oedema	2.92	6.1e-07	0.0029	24.9	Antagonist
5654	2793	PTGS1	C0013604	Oedema	3.19	4.3e-15	3.9e-11	61.6	Binding
5654	351	PTGS1	C0004096	Asthma	4.43	3.4e-07	0.0028	26	Binding
5654	3364	PTGS1	C0015230	Rash	1.79	4.2e-06	0.033	21.2	Binding
5655	1823	PTGS2	C0019158	Hepatitis	3.86	2.6e-09	2.2e-05	35.5	Binding
